quarter_end,zscore,valid,error,diagnostic,model,api_payload
2022-06-30,1.712587742817420139510875566,True,,Distress Zone,original,
2023-06-30,2.314917172348733980722481640,True,,Grey Zone,original,
2023-09-30,,False,No usable financial data for this quarter. All required fields are missing or zero.,[ERROR] All required fields missing or zero.,original,
2023-12-31,,False,No usable financial data for this quarter. All required fields are missing or zero.,[ERROR] All required fields missing or zero.,original,
2024-03-31,1.677930992845035357222818292,True,,Distress Zone,original,
2024-06-30,1.916807031700522749015208845,True,,Grey Zone,original,
2024-09-30,2.378513072945911449320820426,True,,Grey Zone,original,
2024-12-31,1.872383333180465913642397913,True,,Grey Zone,original,
2025-03-31,2.288419263442132782017043719,True,,Grey Zone,original,
