ticker,z_score,model_used,risk_category,calculation_date,data_quality_score,warnings_count,warnings,working_capital_ratio,retained_earnings_ratio,ebit_ratio,market_equity_ratio,book_equity_ratio,asset_turnover,_calculation_metadata,ai_llm_commentary_available,ai_llm_commentary_length,ai_overall_confidence,ai_recommendations_count,forecast_available,forecast_scenarios_count,forecast_base_z_score,forecast_base_risk_category,forecast_base_confidence,forecast_z_score_min,forecast_z_score_max,forecast_z_score_avg,forecast_avg_confidence,analyst_coverage_quality,forecast_timestamp
APD,2.2764780234180506,original,Gray Zone,2025-03-31,1.0,0,,-0.0005916718330765135,0.45371711397914744,-0.05988747945226623,2.9409898479629573,0.665513979351206,0.07501884346164037,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 38872900000, 'total_liabilities': 22093300000}",True,19970,0.85,0,True,3,2.53,GRAY ZONE,0.984,2.529,2.531,2.53,0.8526666666666666,0.632,2025-07-12 11:02:22.490586
APD,2.6663143591080782,original,Gray Zone,2024-12-31,1.0,0,,0.013551672780704297,0.49397009286007015,0.01608308427376228,3.053606739572808,0.7844678901238339,0.07325599992003438,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 40017200000, 'total_liabilities': 21278500000}",True,19970,0.85,0,True,3,2.53,GRAY ZONE,0.984,2.529,2.531,2.53,0.8526666666666666,0.632,2025-07-12 11:02:22.490586
APD,2.905630595406325,original,Gray Zone,2024-09-30,1.0,0,,0.05517175157803238,0.49389507411319383,0.06126151622505344,3.1087738330885273,0.8151084403063983,0.08054408635842182,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 39574600000, 'total_liabilities': 20900900000}",True,19970,0.85,0,True,3,2.53,GRAY ZONE,0.984,2.529,2.531,2.53,0.8526666666666666,0.632,2025-07-12 11:02:22.490586
APD,2.788463879133429,original,Gray Zone,2024-06-30,1.0,0,,0.03253340834038778,0.48655146953424405,0.01994899159686593,3.2028003237493405,0.7443720948573739,0.08073986525776013,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 36974300000, 'total_liabilities': 20287300000}",True,19970,0.85,0,True,3,2.53,GRAY ZONE,0.984,2.529,2.531,2.53,0.8526666666666666,0.632,2025-07-12 11:02:22.490586
APD,2.889909745065391,original,Gray Zone,2024-03-31,1.0,0,,0.055573650467544686,0.4924599893657594,0.01872684199244468,3.3173448959503338,0.7614005350542202,0.08157186324700669,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 35921700000, 'total_liabilities': 19586800000}",True,19970,0.85,0,True,3,2.53,GRAY ZONE,0.984,2.529,2.531,2.53,0.8526666666666666,0.632,2025-07-12 11:02:22.490586
APD,3.12705041985559,original,Safe,2023-12-31,1.0,0,,0.07416276356900423,0.5132158202953262,0.01955261414728796,3.611974529465065,0.826778438054155,0.08784461079423886,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 34118200000, 'total_liabilities': 17989100000}",True,19970,0.85,0,True,3,2.53,GRAY ZONE,0.984,2.529,2.531,2.53,0.8526666666666666,0.632,2025-07-12 11:02:22.490586
APD,3.366754940685833,original,Safe,2023-09-30,1.0,0,,0.04076868994609796,0.5402609171158503,0.023079446918209515,3.975974532682258,0.8758245523858477,0.09972033434887899,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 32002500000, 'total_liabilities': 16342200000}",True,19970,0.85,0,True,3,2.53,GRAY ZONE,0.984,2.529,2.531,2.53,0.8526666666666666,0.632,2025-07-12 11:02:22.490586
APD,3.495984830944534,original,Safe,2023-06-30,1.0,0,,0.045467918977028406,0.5492135340047527,0.020828012092015714,4.176168535362624,0.9086819034887009,0.09809081944421992,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 30929500000, 'total_liabilities': 15558800000}",True,19970,0.85,0,True,3,2.53,GRAY ZONE,0.984,2.529,2.531,2.53,0.8526666666666666,0.632,2025-07-12 11:02:22.490586
