month,avg_price,min_price,max_price,days_with_data
2024-04-01,165.8722721446644,142.0500030517578,194.0500030517578,22
2024-05-01,177.23181915283203,168.47000122070312,186.60000610351562,22
2024-06-01,182.2199996145148,170.66000366210938,197.8800048828125,19
2024-07-01,240.62136355313388,209.86000061035156,263.260009765625,22
2024-08-01,209.010910727761,191.75999450683594,223.27000427246094,22
2024-09-01,235.15999908447264,210.60000610351562,261.6300048828125,20
2024-10-01,238.78043597677478,213.64999389648438,269.19000244140625,23
2024-11-01,318.2194999694824,242.83999633789062,352.55999755859375,20
2024-12-01,415.961428687686,351.4200134277344,479.8599853515625,21
2025-01-01,405.0189971923828,379.2799987792969,428.2200012207031,20
2025-02-01,343.33947272049755,281.95001220703125,392.2099914550781,19
2025-03-01,255.6405014038086,222.14999389648438,288.1400146484375,20
