month,avg_price,min_price,max_price,days_with_data
2024-01-01,6.329999923706055,6.329999923706055,6.329999923706055,1
2024-02-01,6.5240000009536745,5.920000076293945,7.21999979019165,20
2024-03-01,4.6750000476837155,3.130000114440918,6.599999904632568,20
2024-04-01,2.314545452594757,1.5800000429153442,3.299999952316284,22
2024-05-01,2.081363634629683,1.6799999475479126,2.559999942779541,22
2024-06-01,2.764210525311922,2.119999885559082,4.070000171661377,19
2024-07-01,3.1813636367971245,2.9000000953674316,3.5199999809265137,22
2024-08-01,3.120454571463845,2.809999942779541,3.4200000762939453,22
2024-09-01,3.553000020980835,2.9100000858306885,4.809999942779541,20
2024-10-01,4.119999958121258,3.5399999618530273,4.53000020980835,23
2024-11-01,2.8840000152587892,2.4700000286102295,3.559999942779541,20
2024-12-01,3.629523822239467,3.009999990463257,4.369999885559082,21
2025-01-01,2.971578974472849,2.069999933242798,4.480000019073486,19
