ticker,z_score,model_used,risk_category,calculation_date,data_quality_score,warnings_count,warnings,working_capital_ratio,retained_earnings_ratio,ebit_ratio,market_equity_ratio,book_equity_ratio,asset_turnover,_calculation_metadata,ai_llm_commentary_available,ai_llm_commentary_length,ai_overall_confidence,ai_recommendations_count,forecast_available,forecast_scenarios_count,forecast_base_z_score,forecast_base_risk_category,forecast_base_confidence,forecast_z_score_min,forecast_z_score_max,forecast_z_score_avg,forecast_avg_confidence,analyst_coverage_quality,forecast_timestamp
0700.HK,4.677945771914132,original,Safe,2024-12-31,1.0,0,,0.055739067206814166,0.500860474060848,0.028904067670038378,6.196075255732713,1.3389483412850245,0.09682565083001356,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 1780995000000, 'total_liabilities': 727099000000}",True,21797,0.85,0,True,3,4.711,SAFE,0.941,4.708,4.714,4.711,0.8156666666666667,0.638,2025-07-12 17:52:33.463457
0700.HK,4.619117255065093,original,Safe,2024-09-30,1.0,0,,0.06753620985088986,0.5000815269268062,0.030947157205384608,6.064696940658275,1.228492966278522,0.09701588237376237,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 1723357000000, 'total_liabilities': 742850000000}",True,21797,0.85,0,True,3,4.711,SAFE,0.941,4.708,4.714,4.711,0.8156666666666667,0.638,2025-07-12 17:52:33.463457
0700.HK,4.724104564071962,original,Safe,2024-06-30,1.0,0,,0.08085645057010096,0.5087995552789476,0.030654332102696726,6.193741206187197,1.183273231203248,0.09735342634609691,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 1654970000000, 'total_liabilities': 727373000000}",True,21797,0.85,0,True,3,4.711,SAFE,0.941,4.708,4.714,4.711,0.8156666666666667,0.638,2025-07-12 17:52:33.463457
0700.HK,4.761789227172149,original,Safe,2024-03-31,1.0,0,,0.10636087101477704,0.5204511874520625,0.031916398905189054,6.172230092515769,1.1625944639598416,0.09686234762494406,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 1646677000000, 'total_liabilities': 729908000000}",True,21797,0.85,0,True,3,4.711,SAFE,0.941,4.708,4.714,4.711,0.8156666666666667,0.638,2025-07-12 17:52:33.463457
0700.HK,4.891250927303899,original,Safe,2023-12-31,1.0,0,,0.1054299709747243,0.5204223057151516,0.029014497421454864,6.403331777970763,1.1492768969462666,0.09839682585975809,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 1577246000000, 'total_liabilities': 703565000000}",True,21797,0.85,0,True,3,4.711,SAFE,0.941,4.708,4.714,4.711,0.8156666666666667,0.638,2025-07-12 17:52:33.463457
0700.HK,4.83690954789577,original,Safe,2023-09-30,1.0,0,,0.09320913839763359,0.5109337783450004,0.03145209063133219,6.342723124096142,1.0819751987926025,0.10032551859452789,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 1541233000000, 'total_liabilities': 710288000000}",True,21797,0.85,0,True,3,4.711,SAFE,0.941,4.708,4.714,4.711,0.8156666666666667,0.638,2025-07-12 17:52:33.463457
0700.HK,4.858015125285746,original,Safe,2023-06-30,1.0,0,,0.0920616089854784,0.48862083521137845,0.02621133096976071,6.4665482811764825,1.1171386863828376,0.09704566430114282,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 1537503000000, 'total_liabilities': 696687000000}",True,21797,0.85,0,True,3,4.711,SAFE,0.941,4.708,4.714,4.711,0.8156666666666667,0.638,2025-07-12 17:52:33.463457
0700.HK,5.002703956136399,original,Safe,2023-03-31,1.0,0,,0.10795040357077418,0.4905148015496907,0.02664700772340737,6.666084849908187,1.1518866347159726,0.09885671424974592,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 1517206000000, 'total_liabilities': 675833000000}",True,21797,0.85,0,True,3,4.711,SAFE,0.941,4.708,4.714,4.711,0.8156666666666667,0.638,2025-07-12 17:52:33.463457
