month,avg_price,min_price,max_price,days_with_data
2024-04-01,9.465000022541393,8.399999618530273,11.09000015258789,22
2024-05-01,10.319999954917215,9.210000038146973,11.1899995803833,22
2024-06-01,11.739473694249204,10.319999694824219,14.739999771118164,19
2024-07-01,16.33409088308161,13.920000076293945,18.110000610351562,22
2024-08-01,13.928863612088291,12.8100004196167,15.239999771118164,22
2024-09-01,12.684499931335449,11.029999732971191,13.930000305175781,20
2024-10-01,10.379130404928457,10.029999732971191,10.859999656677246,23
2024-11-01,10.679000091552734,9.710000038146973,12.229999542236328,20
2024-12-01,13.536190532502674,11.869999885559082,15.34000015258789,21
2025-01-01,13.608750009536744,12.420000076293945,16.489999771118164,20
2025-02-01,12.723684160332931,11.399999618530273,14.4399995803833,19
2025-03-01,11.435000038146972,10.609999656677246,13.020000457763672,20
