Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.054276730769716286,0.06225867494303471,0.054276730769716286,0.059597618877887726,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.05959760085679742,0.06279074476722042,0.05959760085679742,0.061725955456495285,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.061725976681513146,0.06332285519126342,0.061725976681513146,0.06279076635837555,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06279076945820171,0.06332285831735751,0.06066180201046167,0.06119389086961746,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.0611938530752425,0.06172594160577128,0.05959758748365618,0.06012967601418495,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.060129692400799635,0.060129692400799635,0.0580013376986628,0.058533426374197006,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05853343173102699,0.059597609179486206,0.05587298810987895,0.056937165558338165,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05693717490242531,0.05693717490242531,0.054808819656217735,0.05534090846776962,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05534088651754526,0.05640506371855736,0.054808797917039215,0.05640506371855736,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05640506611564108,0.05853342060811537,0.055872977492522506,0.058001331984996796,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05800132136035351,0.05906549841165542,0.05800132136035351,0.059065498411655426,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05906551504973122,0.05906551504973122,0.05746924902312859,0.058533426374197006,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05853342060811537,0.05853342060811537,0.058001331984996796,0.058001331984996796,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.0580013376986628,0.05959760372526542,0.0580013376986628,0.058533426374197006,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.05906549841165542,0.06066176398860828,0.05906549841165542,0.059065498411655426,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.05906549841165542,0.05959758693730637,0.05906549841165542,0.059065498411655426,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.059065509231233944,0.05959759785435252,0.056937154738759654,0.058001331984996796,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.0580013376986628,0.05959760372526542,0.0580013376986628,0.058533426374197006,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.058533441256253434,0.06012970768870487,0.058533441256253434,0.059597618877887726,12153600,0.0,0.0
