ticker,z_score,model_used,risk_category,calculation_date,data_quality_score,warnings_count,warnings,working_capital_ratio,retained_earnings_ratio,ebit_ratio,market_equity_ratio,book_equity_ratio,asset_turnover,_calculation_metadata,ai_llm_commentary_available,ai_llm_commentary_length,ai_overall_confidence,ai_recommendations_count
MSFT,12.680768843011482,original,Safe,2022-09-30,1.0,0,,0.2040752229115247,0.2567484935405688,0.059808107086474105,19.566254277631593,0.9320581254228915,0.1393113645965357,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 359784000000, 'total_liabilities': 186218000000}",True,13928,0.85,0
MSFT,11.92126069421074,original,Safe,2022-06-30,1.0,0,,0.20447867558381758,0.23100811314548844,0.056282205898476045,18.374309065507468,0.8398571846412974,0.14215820633702445,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 364840000000, 'total_liabilities': 198298000000}",True,13928,0.85,0
MSFT,12.960881218173663,original,Safe,2022-03-31,1.0,0,,0.22194267673030438,0.23108352413038621,0.05909340204929093,20.054648696201625,0.8967487326827496,0.14323562783112356,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 344607000000, 'total_liabilities': 181683000000}",True,13928,0.85,0
MSFT,13.136906452714321,original,Safe,2021-12-31,1.0,0,,0.2840221041220486,0.22046834650943478,0.06535757618489434,20.199628222087938,0.8870766552647481,0.15196730799173885,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 340389000000, 'total_liabilities': 180379000000}",True,13928,0.85,0
MSFT,12.866746846792847,original,Safe,2021-09-30,1.0,0,,0.2796450995474304,0.19958380289668415,0.060336654562366955,19.862563994068907,0.8284888791975578,0.1351060467834165,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 335418000000, 'total_liabilities': 183440000000}",True,13928,0.85,0
MSFT,12.309229104553104,original,Safe,2021-06-30,1.0,0,,0.2868634635492347,0.17093645795571322,0.05720851221916298,18.99770447555933,0.7403267098039011,0.13827113149718825,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 333779000000, 'total_liabilities': 191791000000}",True,13928,0.85,0
MSFT,13.447212003815043,original,Safe,2021-03-31,1.0,0,,0.3024517691393717,0.16425525853165804,0.05519313388090482,20.89525238322227,0.7713592622753392,0.1350237471631286,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 308879000000, 'total_liabilities': 174374000000}",True,13928,0.85,0
MSFT,13.534247661461187,original,Safe,2020-12-31,1.0,0,,0.35012839608465923,0.1478708608291658,0.058845191476209736,20.95208618163208,0.7489088619386892,0.1416335401480254,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 304137000000, 'total_liabilities': 173901000000}",True,13928,0.85,0
MSFT,13.215240494883739,original,Safe,2020-09-30,1.0,0,,0.35555031378633295,0.1302088697379743,0.05274401081723981,20.514662765242754,0.6947395683777287,0.12343480586443234,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 301001000000, 'total_liabilities': 177609000000}",True,13928,0.85,0
MSFT,12.815914630917908,original,Safe,2020-06-30,1.0,0,,0.3637603671953563,0.11471867937114809,0.04449555442715334,19.90955941068921,0.6464452179424831,0.12622506314074164,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 301311000000, 'total_liabilities': 183007000000}",True,13928,0.85,0
MSFT,13.688091268277041,original,Safe,2020-03-31,1.0,0,,0.39165665320249854,0.11214612767955046,0.045454704693307736,21.314017941549476,0.6698001731520696,0.12268741526507362,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 285449000000, 'total_liabilities': 170948000000}",True,13928,0.85,0
MSFT,13.560436598257434,original,Safe,2019-12-31,1.0,0,,0.37990197811834764,0.10869749711804352,0.049120561256603745,21.09962497652952,0.6376292092538437,0.13050489048565386,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 282794000000, 'total_liabilities': 172685000000}",True,13928,0.85,0
MSFT,13.513387205089105,original,Safe,2019-09-30,1.0,0,,0.38636339194493735,0.09765015862773566,0.045476869029054866,21.074119050238874,0.6134452323388897,0.11849581473714399,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 278955000000, 'total_liabilities': 172894000000}",True,13928,0.85,0
MSFT,12.689644466409284,original,Safe,2019-06-30,1.0,0,,0.3703708873658203,0.0842767207805804,0.04328996775499379,19.77782038947814,0.5554590557250334,0.11766286519912338,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 286556000000, 'total_liabilities': 184226000000}",True,13928,0.85,0
MSFT,13.807093253724243,original,Safe,2019-03-31,1.0,0,,0.402710412069234,0.0696518168800635,0.039277426020107795,21.634328714274687,0.5632685536495722,0.11611548117790498,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 263281000000, 'total_liabilities': 168417000000}",True,13928,0.85,0
MSFT,13.951730955356998,original,Safe,2018-12-31,1.0,0,,0.4116372233532541,0.06406962863952963,0.03962775101503135,21.85309713893637,0.5525547138804422,0.125438945526329,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 258859000000, 'total_liabilities': 166731000000}",True,13928,0.85,0
MSFT,13.572963701124175,original,Safe,2018-09-30,1.0,0,,0.418905437875312,0.06707191627946696,0.03864233616309356,21.226602306247525,0.5008214294036772,0.11289539979582251,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 257619000000, 'total_liabilities': 171652000000}",True,13928,0.85,0
MSFT,13.250097975428384,original,Safe,2018-06-30,1.0,0,,0.42949530226233157,0.052857275312152306,0.04009689083941154,20.686928626991428,0.46964174189519103,0.1162265113116578,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 258848000000, 'total_liabilities': 176130000000}",True,13928,0.85,0
MSFT,13.967001747807538,original,Safe,2018-03-31,1.0,0,,0.45021324089500075,0.04062778771227347,0.033776380159431685,21.915268673218733,0.4766026296478966,0.1092436974789916,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 245497000000, 'total_liabilities': 166258000000}",True,13928,0.85,0
MSFT,13.091562693059144,original,Safe,2017-12-31,1.0,0,,0.42786217349015443,0.03346445158845795,0.03390194646156491,20.51073635928238,0.4411094160760627,0.11295961375452632,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 256003000000, 'total_liabilities': 177643000000}",True,13928,0.85,0
MSFT,14.549042013681817,original,Safe,2017-09-30,1.0,0,,0.4392505730699286,0.07909368639525968,0.030943768893242393,22.850979862477267,0.5622264032612104,0.09850781021048026,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 249097000000, 'total_liabilities': 159450000000}",True,13928,0.85,0
MSFT,14.220421551895726,original,Safe,2017-06-30,1.0,0,,0.4272707660839273,0.07098740771517147,0.021293425804595863,22.408157016697313,0.5394247267851981,0.09315174662021797,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 250312000000, 'total_liabilities': 162601000000}",True,13928,0.85,0
MSFT,14.786051488013083,original,Safe,2017-03-31,1.0,0,,0.4191150001999849,0.002359821702360266,0.029877742570561337,23.46342756086755,0.4490301890680542,0.10315665038641525,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 225017000000, 'total_liabilities': 155288000000}",True,13928,0.85,0
MSFT,14.659790499485458,original,Safe,2016-12-31,1.0,0,,0.3301812029740439,0.0005342593829304127,0.035194336850540936,23.386170429406743,0.4416467160031065,0.11498152352967365,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 224610000000, 'total_liabilities': 155801000000}",True,13928,0.85,0
MSFT,16.1522038022771,original,Safe,2016-09-30,1.0,0,,0.4662955713237093,0.0044418512732679605,0.03159643146185843,25.63163894332827,0.495047554730148,0.10317893508497863,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 212524000000, 'total_liabilities': 142152000000}",True,13928,0.85,0
MSFT,18.671011005379203,original,Safe,2016-06-30,1.0,0,,0.4150712262493022,0.011795232286476316,0.01591994541733,29.99554411400252,0.5927093709609701,0.10654992040027292,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 193468000000, 'total_liabilities': 121471000000}",True,13928,0.85,0
MSFT,21.22088704669345,original,Safe,2016-03-31,1.0,0,,0.4622393041145,0.02723938659144769,0.029048380977516785,34.03219355960509,0.6987101052651242,0.1128889475391628,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 181869000000, 'total_liabilities': 107063000000}",True,13928,0.85,0
MSFT,22.02179090024083,original,Safe,2015-12-31,1.0,0,,0.47290364135082014,0.037357438727803755,0.0334595609057291,35.265769169670335,0.743142530827155,0.13212806360981244,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 180098000000, 'total_liabilities': 103318000000}",True,13928,0.85,0
MSFT,23.695005168880737,original,Safe,2015-09-30,1.0,0,,0.41792175643161206,0.04403803442531927,0.033505691282620764,38.17234747747012,0.8113587076091398,0.11786854525263743,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 172896000000, 'total_liabilities': 95451000000}",True,13928,0.85,0
MSFT,23.825503597599173,original,Safe,2015-06-30,1.0,0,,0.4192649823467376,0.052134439910128845,-0.011766931083497639,38.60183643297418,0.8484357287395777,0.1271264156999404,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 174472000000, 'total_liabilities': 94389000000}",True,13928,0.85,0
