month,avg_price,min_price,max_price,days_with_data
2024-04-01,84.70105223222212,82.23092651367188,88.6316146850586,22
2024-05-01,74.24621165882458,70.20421600341797,78.7569351196289,22
2024-06-01,78.3676922446803,75.95673370361328,80.77660369873047,19
2024-07-01,73.39778865467419,70.74659729003906,77.34220123291016,22
2024-08-01,85.7111209522594,72.06376647949219,96.7835464477539,22
2024-09-01,93.71660575866699,89.47079467773438,97.45101928710938,20
2024-10-01,94.60956042745839,92.15049743652344,96.21422576904297,23
2024-11-01,97.74416732788086,94.30996704101562,101.23401641845703,20
2024-12-01,93.56233287992931,86.36002349853516,100.31549835205078,21
2025-01-01,95.94959678649903,91.03160095214844,107.65373229980469,20
2025-02-01,111.43934069181743,106.82411193847656,115.00041198730469,19
2025-03-01,100.47815170288087,95.05085754394531,114.60321807861328,20
