ticker,z_score,model_used,risk_category,calculation_date,data_quality_score,warnings_count,warnings,working_capital_ratio,retained_earnings_ratio,ebit_ratio,market_equity_ratio,book_equity_ratio,asset_turnover,_calculation_metadata
PBR,0.5680464147582316,original,Distress,2025-03-31,1.0,0,,-0.04267688643845623,0.029888829962876614,0.03686822698299929,0.5838629094945381,0.5276920839297881,0.10543142179573131,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 199874000000, 'total_liabilities': 130633000000}"
PBR,0.5670273118199699,original,Distress,2024-12-31,1.0,0,,-0.05298246579867324,0.08473638690853037,0.007024691018194831,0.6236703336685883,0.4833067582484975,0.11459164854523934,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 181645000000, 'total_liabilities': 122295000000}"
PBR,0.6627963108555007,original,Distress,2024-09-30,1.0,0,,-0.010725893276856434,0.032470847507316554,0.04453115917488463,0.6085820569869222,0.5765317928299568,0.11810613680821273,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 197839000000, 'total_liabilities': 125327000000}"
PBR,0.597707955220645,original,Distress,2024-06-30,1.0,0,,-0.017632016970422527,0.00961412241597488,0.03318998787076855,0.6211005077808812,0.5471046652714554,0.1232193395607223,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 190449000000, 'total_liabilities': 122801000000}"
PBR,0.6114505977523291,original,Distress,2024-03-31,1.0,0,,0.011328368200053365,0.0,0.042055396656727036,0.5796871985042638,0.620107316035083,0.1112614278425076,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 213623000000, 'total_liabilities': 131574000000}"
PBR,0.5868566496073836,original,Distress,2023-12-31,1.0,0,,-0.0065187246334081185,0.0,0.041940967535369265,0.5523257209396634,0.5690626538829187,0.1248784937369568,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 217067000000, 'total_liabilities': 138092000000}"
PBR,0.6362842558227895,original,Distress,2023-09-30,1.0,0,,-0.00708049299763658,0.0,0.04873332421821591,0.5986465693093787,0.60502170210428,0.12477293591421372,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 204788000000, 'total_liabilities': 127407000000}"
PBR,0.5897141878431623,original,Distress,2023-06-30,1.0,0,,-0.014922831396819837,0.0,0.04213772440201631,0.5946003356564853,0.5996382743190358,0.11180689359880111,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 205524000000, 'total_liabilities': 128274000000}"
PBR,1.5870436925089786,original,Distress,2023-03-31,1.0,0,,0.02937420178799489,0.0,0.30563406379466096,0.6736955098839366,0.6990654866005971,0.1389849339106418,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 192618000000, 'total_liabilities': 113214000000}"
PBR,0.7722657041645986,original,Distress,2022-12-31,1.0,0,,-0.0006944778328017907,0.0,0.06726284917544113,0.6499234242767671,0.5921520173831537,0.16117762071894481,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 187191000000, 'total_liabilities': 117355000000}"
PBR,2.0867074790481204,original,Gray Zone,2022-09-30,1.0,0,,0.02481998379568874,0.0,0.4365273932740697,0.7190904188484637,0.6495705544608597,0.18492884937978568,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 175262000000, 'total_liabilities': 106067000000}"
PBR,0.9701391163813042,original,Distress,2022-06-30,1.0,0,,0.05336774059013659,0.0,0.09703374709623605,0.6749534388998523,0.6935922055166677,0.1809143989156501,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 191820000000, 'total_liabilities': 113003000000}"
