Date,Dividends
2013-01-11 00:00:00-05:00,0.2
2014-02-24 00:00:00-05:00,0.282
2014-05-23 00:00:00-04:00,0.068
2014-08-27 00:00:00-04:00,0.074
2014-11-26 00:00:00-05:00,0.072
2015-02-23 00:00:00-05:00,0.078
2015-05-22 00:00:00-04:00,0.078
2015-08-26 00:00:00-04:00,0.088
2015-11-24 00:00:00-05:00,0.112
2016-03-09 00:00:00-05:00,0.128
2016-05-23 00:00:00-04:00,0.146
2016-08-29 00:00:00-04:00,0.156
2016-11-22 00:00:00-05:00,0.156
2017-03-01 00:00:00-05:00,0.202
2017-05-24 00:00:00-04:00,0.216
2017-08-23 00:00:00-04:00,0.166
2017-11-30 00:00:00-05:00,0.144
2018-02-22 00:00:00-05:00,0.076
2018-05-31 00:00:00-04:00,0.046
2018-08-23 00:00:00-04:00,0.122
2018-11-29 00:00:00-05:00,0.09
2019-03-07 00:00:00-05:00,0.096
2019-05-30 00:00:00-04:00,0.138
2019-08-22 00:00:00-04:00,0.208
2019-12-05 00:00:00-05:00,1.518
2020-03-12 00:00:00-04:00,0.204
2020-06-11 00:00:00-04:00,0.232
2020-08-26 00:00:00-04:00,0.297
2020-12-03 00:00:00-05:00,0.195
2021-03-11 00:00:00-05:00,0.06
2021-06-02 00:00:00-04:00,0.3
2021-09-13 00:00:00-04:00,0.24
2021-11-30 00:00:00-05:00,0.225
2022-03-10 00:00:00-05:00,0.405
2022-06-07 00:00:00-04:00,0.322
2022-08-31 00:00:00-04:00,0.36
2022-12-01 00:00:00-05:00,0.435
2023-03-08 00:00:00-05:00,0.27
2023-06-08 00:00:00-04:00,0.465
2023-09-07 00:00:00-04:00,0.525
2023-11-30 00:00:00-05:00,0.495
2024-03-13 00:00:00-04:00,1.08
2024-06-06 00:00:00-04:00,0.495
2024-09-06 00:00:00-04:00,0.435
2024-11-29 00:00:00-05:00,0.435
2025-03-06 00:00:00-05:00,1.22
2025-05-30 00:00:00-04:00,0.675
