ticker,z_score,model_used,risk_category,calculation_date,data_quality_score,warnings_count,warnings,working_capital_ratio,retained_earnings_ratio,ebit_ratio,market_equity_ratio,book_equity_ratio,asset_turnover,_calculation_metadata
ANET,19.23662959800923,original,Safe,2025-03-31,1.0,0,,0.6307235473247627,0.5214887079216789,0.059168010141512684,29.02716620543738,2.302149926060744,0.1381229933997492,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 14514600000, 'total_liabilities': 4395500000}"
ANET,20.76771686384172,original,Safe,2024-12-31,1.0,0,,0.6535634172251468,0.5370622634519234,0.05693936899815942,31.510327705270832,2.4683935794349083,0.13745705348242845,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 14043921000, 'total_liabilities': 4049114000}"
ANET,23.139430978829328,original,Safe,2024-09-30,1.0,0,,0.6572544609236145,0.5343977604249738,0.0611245373625632,35.433154945770895,2.5677076477282763,0.14096482036703056,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 12846723000, 'total_liabilities': 3600834000}"
ANET,25.86133086177862,original,Safe,2024-06-30,1.0,0,,0.6607832501020585,0.5319069088769176,0.06018746071984263,39.966116392324714,2.640877301188093,0.14543283345815516,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 11623235000, 'total_liabilities': 3192427000}"
ANET,30.40397723275857,original,Safe,2024-03-31,1.0,0,,0.6770708819253208,0.5392386233446845,0.06257713731681709,47.468513680751705,2.925116374935637,0.14894534016910993,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 10550179000, 'total_liabilities': 2687864000}"
ANET,29.9334747135693,original,Safe,2023-12-31,1.0,0,,0.6515286414553576,0.5141374024988524,0.06433361623821758,46.77446590757867,2.6465280687688413,0.15486750219115564,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 9946806000, 'total_liabilities': 2727747000}"
ANET,31.712074874013307,original,Safe,2023-09-30,1.0,0,,0.6404510512970785,0.4962368102008648,0.0664563539560714,49.77175911495311,2.5377826236210153,0.16644064114869994,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 9069035000, 'total_liabilities': 2563480000}"
ANET,34.70721791464575,original,Safe,2023-06-30,1.0,0,,0.6347103563248706,0.4831471037098397,0.06475193564263848,54.79542867450103,2.51564747328598,0.17822094954080978,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 8186041000, 'total_liabilities': 2328459000}"
ANET,36.36353246669846,original,Safe,2023-03-31,1.0,0,,0.6211829513357036,0.463098294513133,0.06424151664588379,57.63104480977392,2.4071517490464758,0.17915142198145953,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 7543066000, 'total_liabilities': 2213892000}"
ANET,42.33246251423639,original,Safe,2022-12-31,1.0,0,,0.6283334883055047,0.4632904872177477,0.06920894824077067,67.52200692001969,2.585650855476585,0.18826196495857817,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 6775410000, 'total_liabilities': 1889590000}"
ANET,44.851902313373394,original,Safe,2022-09-30,1.0,0,,0.6129113714518477,0.4405560847840234,0.06772903646699698,71.80857920116705,2.4680536607548884,0.19097680789222998,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 6162010000, 'total_liabilities': 1776792000}"
ANET,43.767182799661136,original,Safe,2022-06-30,1.0,0,,0.5925216476136763,0.41347332710108686,0.06229722665032204,70.15186177342387,2.202493686608352,0.18059625258281978,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 5824545000, 'total_liabilities': 1818753000}"
