Date,Stock Splits
2000-05-09 00:00:00-04:00,2.0
2003-05-13 00:00:00-04:00,1.3
2004-05-07 00:00:00-04:00,2.0
2005-04-19 00:00:00-04:00,1.5
2006-04-21 00:00:00-04:00,1.5
2008-06-20 00:00:00-04:00,2.0
2023-03-22 00:00:00-04:00,1.05
2024-04-18 00:00:00-04:00,1.2
