quarter_end,zscore,valid,error,diagnostic,model,api_payload,status_info
,,False,SQ not found,Failed to check company status,original,,"{'ticker': 'SQ', 'exists': False, 'is_active': False, 'is_bankrupt': False, 'is_delisted': False, 'last_trading_date': None, 'error_message': 'Ticker symbol not found', 'bankruptcy_date': None, 'status_reason': None}"
