month,avg_price,min_price,max_price,days_with_data
2024-04-01,2.2088470350612295,2.121380567550659,2.299726724624634,22
2024-05-01,2.1926337480545044,2.06506085395813,2.3091135025024414,22
2024-06-01,1.9914497325294895,1.924261212348938,2.102607250213623,19
2024-07-01,1.9767409725622698,1.9148744344711304,2.0462875366210938,22
2024-08-01,2.1478338458321313,1.924261212348938,2.271566867828369,22
2024-09-01,2.199759006500244,2.1307671070098877,2.2903401851654053,20
2024-10-01,2.1899438629979673,2.0462875366210938,2.402979850769043,23
2024-11-01,2.053327518701553,1.9899674654006958,2.0932207107543945,20
2024-12-01,2.0021698815482005,1.8326067924499512,2.1964735984802246,21
2025-01-01,1.799421739578247,1.7533589601516724,1.8425127267837524,20
2025-02-01,1.8821366899891903,1.812794804573059,2.0901622772216797,19
2025-03-01,2.251576840877533,2.0604443550109863,2.369999885559082,20
