ticker,z_score,model_used,risk_category,calculation_date,data_quality_score,warnings_count,warnings,working_capital_ratio,retained_earnings_ratio,ebit_ratio,market_equity_ratio,book_equity_ratio,asset_turnover,_calculation_metadata
PH,3.756553362477699,original,Safe,2025-03-31,1.0,0,,0.040206159471008314,0.0,0.03617296995678234,5.695670823199123,0.8629326375728082,0.17153267633563374,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 28917808000, 'total_liabilities': 15517983000}"
PH,4.8010804826619164,original,Safe,2024-12-31,1.0,0,,0.012775108242541251,0.7191527371611437,0.033176316344152405,5.836171214155567,0.8662311658129519,0.16775194831622262,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 28271463000, 'total_liabilities': 15144402000}"
PH,4.362367782573619,original,Safe,2024-09-30,1.0,0,,-0.010281095110999403,0.6619097738290153,0.03234624969194281,5.292697212836371,0.7719938206481325,0.16567046166096328,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 29600835000, 'total_liabilities': 16699486000}"
PH,4.269724855740305,original,Safe,2024-06-30,1.0,0,,-0.017567334822817325,0.652082122635517,0.03656955348451944,5.133622862447928,0.7011679014673273,0.17703744187029202,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 29297842000, 'total_liabilities': 17216949000}"
PH,4.0679045153751145,original,Safe,2024-03-31,1.0,0,,-0.03556032406156805,0.6264572408246172,0.03399471843068896,4.916329424517612,0.6447274819335218,0.17155654156269134,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 29578330000, 'total_liabilities': 17977909000}"
PH,3.9659022794269876,original,Safe,2023-12-31,1.0,0,,-0.02583649366466032,0.6059435051802605,0.030718471011975612,4.808108459345915,0.6148534512828358,0.16234913462514736,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 29694935000, 'total_liabilities': 18382556000}"
PH,3.837841874416198,original,Safe,2023-09-30,1.0,0,,-0.028299564382682402,0.5914262282844795,0.027724220118078378,4.647513191638114,0.5555532360870759,0.1638067907046183,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 29592717000, 'total_liabilities': 19017767000}"
PH,3.7490320996490167,original,Safe,2023-06-30,1.0,0,,-0.030073648552859534,0.568723587053361,0.035387608364999726,4.503436963449814,0.526178867190392,0.17006617036335564,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 29964472000, 'total_liabilities': 19626193000}"
PH,3.6380773727130276,original,Safe,2023-03-31,1.0,0,,0.04736066094705854,0.5414552306094493,0.02976740485324174,4.265173534430733,0.47201195489245007,0.16587070004919102,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 30515727000, 'total_liabilities': 20722562000}"
PH,3.528828735847828,original,Safe,2022-12-31,1.0,0,,0.05182015188483873,0.5276020647761646,0.021744911935226523,4.171793089825361,0.4400169523757469,0.15316759961792722,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 30520887000, 'total_liabilities': 21186411000}"
PH,3.522369323841215,original,Safe,2022-09-30,1.0,0,,0.0557210543167435,0.5300822666550091,0.020735801316291852,4.172759742686815,0.4136874045245987,0.14130489538825808,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 29954907000, 'total_liabilities': 21181503000}"
PH,4.420990398368766,original,Safe,2022-06-30,1.0,0,,0.23848826679892104,0.6036787854490738,0.00730181992768023,5.173566144695544,0.5179114427556085,0.16141848600268663,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 25943943000, 'total_liabilities': 17084023000}"
