quarter_end,zscore,valid,error,diagnostic,model,api_payload,status_info
,,False,LEHMQ has filed for bankruptcy (filed on 2008-09-15).,Known bankruptcy case (filed on 2008-09-15),original,,"{'ticker': 'LEHMQ', 'exists': True, 'is_active': False, 'is_bankrupt': True, 'is_delisted': False, 'last_trading_date': None, 'error_message': None, 'bankruptcy_date': '2008-09-15', 'status_reason': 'Known bankruptcy case (filed on 2008-09-15)'}"
