ticker,z_score,model_used,risk_category,calculation_date,data_quality_score,warnings_count,warnings,working_capital_ratio,retained_earnings_ratio,ebit_ratio,book_equity_ratio,asset_turnover
BMWYY,0.3753134773369129,private,Distress,2024-09-30,0.8,2,Operating income (EBIT) missing - profitability ratios unavailable; Market data not available - may affect model selection,0.0359681742171453,0.0,0.0,0.5382137454394448,0.1237219672731993
BMWYY,0.7419899426159813,private,Distress,2024-06-30,0.8,1,Market data not available - may affect model selection,0.03553895081359805,0.3507001265940038,0.015002161361039924,0.548930697612636,0.14258807546237687
BMWYY,0.7752668907079479,private,Distress,2024-03-31,0.8,1,Market data not available - may affect model selection,0.0444785215767227,0.3616396343261575,0.015920574068612994,0.5807722119644332,0.14396539860414823
BMWYY,0.740927748462337,private,Distress,2023-12-31,0.8,1,Market data not available - may affect model selection,0.030151951309005488,0.33693320875620836,0.01680656375183934,0.5226145895309091,0.16253532101936366
BMWYY,0.7491756768982998,private,Distress,2023-09-30,0.8,1,Market data not available - may affect model selection,0.04243181720232102,0.34070437600153586,0.01640853651369533,0.5448035300497954,0.15067800793784503
BMWYY,0.7481595946353656,private,Distress,2023-06-30,0.8,1,Market data not available - may affect model selection,0.03788636490930476,0.34511397914849695,0.017738980148664974,0.5356316809401763,0.14890101537058226
BMWYY,0.7964084887064983,private,Distress,2023-03-31,0.8,1,Market data not available - may affect model selection,0.047100688273499856,0.3588635408924936,0.021120787152228003,0.5821428571428572,0.14885530099848127
BMWYY,0.8770664390047043,private,Distress,2022-12-31,0.8,1,Market data not available - may affect model selection,0.03151956456590233,0.34595384852141936,0.05361930294906166,0.5597925956385973,0.16005604918072622
