week,avg_price,min_price,max_price,days_with_data
2024-04-01,153.01717224121094,150.76707458496094,155.74252319335938,5
2024-04-08,151.51580200195312,150.6506805419922,152.5031280517578,5
2024-04-15,152.4307403564453,150.76707458496094,154.3663787841797,5
2024-04-22,157.8375274658203,156.7091064453125,158.719970703125,5
2024-04-29,159.41496887207032,157.80239868164062,160.5355682373047,5
2024-05-06,161.67960510253906,160.51605224609375,162.86856079101562,5
2024-05-13,162.74945068359375,161.80455017089844,163.85443115234375,5
2024-05-20,162.87634887695313,161.38482666015625,164.33274841308594,5
2024-05-27,159.08112716674805,157.79263305664062,160.61366271972656,4
2024-06-03,162.67135009765624,160.7210235595703,164.4498748779297,5
2024-06-10,162.66549987792968,161.23838806152344,163.48350524902344,5
2024-06-17,163.9886589050293,163.50303649902344,164.5377197265625,4
2024-06-24,162.87635498046876,160.98460388183594,164.43035888671875,5
2024-07-01,160.00357818603516,158.83709716796875,161.26768493652344,4
2024-07-08,162.25942687988282,161.58978271484375,162.81973266601562,5
2024-07-15,163.67486572265625,160.6527099609375,165.396728515625,5
2024-07-22,164.75743103027344,163.62222290039062,166.0674285888672,5
2024-07-29,162.6519989013672,157.86764526367188,167.0199737548828,5
2024-08-05,166.46612548828125,165.03631591796875,167.79576110839844,5
2024-08-12,164.7240417480469,163.80880737304688,165.7630157470703,5
2024-08-19,166.6094970703125,165.3898468017578,167.3440399169922,5
2024-08-26,166.98658447265626,166.01832580566406,168.4536895751953,5
2024-09-02,172.21480178833008,171.38009643554688,172.73526000976562,4
2024-09-09,171.914306640625,170.34898376464844,174.59124755859375,5
2024-09-16,171.41937561035155,168.4536895751953,174.05116271972656,5
2024-09-23,170.08973999023436,169.16075134277344,170.6436004638672,5
2024-09-30,168.34765625,165.84158325195312,170.08384704589844,5
2024-10-07,165.87887878417968,164.1132354736328,168.0117950439453,5
2024-10-14,169.499951171875,169.18040466308594,170.4471893310547,5
2024-10-21,167.2631103515625,166.16470336914062,167.62660217285156,5
2024-10-28,164.5467102050781,163.08282470703125,167.23150634765625,5
2024-11-04,162.59090270996094,159.08230590820312,165.6609344482422,5
2024-11-11,164.9734313964844,163.8137664794922,167.46856689453125,5
2024-11-18,170.18102111816407,168.66378784179688,174.126220703125,5
2024-11-25,176.64506149291992,175.22265625,177.1685791015625,4
2024-12-02,173.86544189453124,171.6962890625,177.50442504882812,5
2024-12-09,169.03124389648437,168.54525756835938,170.1750946044922,5
2024-12-16,167.4883270263672,166.00665283203125,169.04901123046875,5
2024-12-23,167.11791229248047,166.05604553222656,168.0810089111328,4
2024-12-30,164.42866897583008,163.11244201660156,165.60166931152344,4
2025-01-06,158.67731475830078,156.6227264404297,160.11947631835938,4
2025-01-13,158.01747131347656,156.89930725097656,159.16131591796875,5
2025-01-20,162.42365646362305,159.74411010742188,164.11997985839844,4
2025-01-27,166.0608917236328,164.9617462158203,168.6090087890625,5
2025-02-03,167.5058807373047,166.92947387695312,167.96302795410156,5
2025-02-10,167.0487274169922,161.8809356689453,169.96058654785156,5
2025-02-17,166.3033790588379,164.4051971435547,169.17547607421875,4
2025-02-24,170.99413452148437,169.48355102539062,172.7631072998047,5
2025-03-03,173.71517333984374,172.10719299316406,174.8600311279297,5
2025-03-10,169.80355529785157,166.92947387695312,175.16812133789062,5
2025-03-17,167.01494750976562,165.65740966796875,168.7083740234375,5
2025-03-24,165.33342590332032,161.84120178222656,167.66490173339844,5
2025-03-31,168.27508544921875,162.73561096191406,171.3220977783203,5
2025-04-07,161.27670593261718,157.4088134765625,165.87603759765625,5
2025-04-14,167.61023330688477,165.35926818847656,169.572998046875,4
2025-04-21,163.98200073242188,159.52999877929688,167.8800048828125,5
2025-04-28,161.43600158691407,159.97999572753906,162.57000732421875,5
2025-05-05,158.73599853515626,157.66000366210938,159.2899932861328,5
2025-05-12,160.66799926757812,158.02000427246094,163.27999877929688,5
2025-05-19,165.34599914550782,164.77000427246094,165.86000061035156,5
2025-05-26,167.8933308919271,167.36000061035156,168.55999755859375,3
