Date,Stock Splits
1970-05-19 00:00:00-04:00,2.0
1983-02-22 00:00:00-05:00,2.0
1989-11-20 00:00:00-05:00,2.0
1992-06-15 00:00:00-04:00,2.0
1997-09-22 00:00:00-04:00,2.0
2004-06-21 00:00:00-04:00,2.0
