month,avg_price,min_price,max_price,days_with_data
2024-04-01,93.6445461619984,91.19999694824219,95.4000015258789,22
2024-05-01,96.6277268149636,93.52999877929688,102.05999755859375,22
2024-06-01,92.8310526797646,88.75,97.5,19
2024-07-01,94.70363651622425,90.88999938964844,100.0,22
2024-08-01,89.47727307406339,83.87000274658203,94.18000030517578,22
2024-09-01,93.48050041198731,89.02999877929688,101.80999755859375,20
2024-10-01,99.21043462338655,96.66999816894531,101.63999938964844,23
2024-11-01,96.66450004577636,92.41000366210938,101.77999877929688,20
2024-12-01,99.91666739327567,96.68000030517578,102.69000244140625,21
2025-01-01,102.96099967956543,96.19000244140625,109.1500015258789,20
2025-02-01,112.23578965036492,103.95999908447266,118.94999694824219,19
2025-03-01,123.89850082397462,115.58999633789062,129.6699981689453,20
