Date,Stock Splits
1977-06-27 00:00:00-04:00,1.25
1983-12-02 00:00:00-05:00,1.5
1986-06-03 00:00:00-04:00,1.5
1988-01-13 00:00:00-05:00,2.0
1994-07-06 00:00:00-04:00,2.0
1998-04-08 00:00:00-04:00,1.505797319680771
2000-06-29 00:00:00-04:00,1.0409076714895389
2000-08-03 00:00:00-04:00,1.748175
