Date,Dividends
2008-10-10 00:00:00-04:00,0.262
2008-11-28 00:00:00-05:00,0.243
2009-04-13 00:00:00-04:00,0.297
2009-08-12 00:00:00-04:00,0.635
2009-11-30 00:00:00-05:00,0.704
2010-04-12 00:00:00-04:00,0.329
2010-08-10 00:00:00-04:00,0.305
2010-11-30 00:00:00-05:00,0.331
2011-04-07 00:00:00-04:00,0.524
2011-07-08 00:00:00-04:00,0.54
2011-10-07 00:00:00-04:00,0.538
2012-04-19 00:00:00-04:00,3.41
2013-04-09 00:00:00-04:00,3.206
2014-04-22 00:00:00-04:00,2.646
2015-06-17 00:00:00-04:00,1.034
2017-04-25 00:00:00-04:00,0.161
2018-04-17 00:00:00-04:00,0.637
2019-04-23 00:00:00-04:00,1.444
2019-12-26 00:00:00-05:00,0.535
2020-04-21 00:00:00-04:00,0.894
2021-04-20 00:00:00-04:00,0.093
2022-04-19 00:00:00-04:00,1.491
2022-06-28 00:00:00-04:00,0.861
2023-04-25 00:00:00-04:00,0.828
2023-09-26 00:00:00-04:00,0.828
2023-12-19 00:00:00-05:00,0.828
2024-04-04 00:00:00-04:00,0.8
2024-06-25 00:00:00-04:00,0.8
