month,avg_price,min_price,max_price,days_with_data
2024-01-01,71.93000030517578,71.93000030517578,71.93000030517578,1
2024-02-01,77.9260009765625,73.1500015258789,82.66000366210938,20
2024-03-01,76.42199935913087,74.0,79.62999725341797,20
2024-04-01,72.7479546286843,68.44999694824219,75.21499633789062,22
2024-05-01,76.3477273420854,72.26000213623047,82.43000030517578,22
2024-06-01,91.16789486533717,82.04000091552734,98.41000366210938,19
2024-07-01,99.34590911865234,96.0,103.97000122070312,22
2024-08-01,93.7681815407493,86.2300033569336,99.11000061035156,22
2024-09-01,96.09449996948243,87.30999755859375,102.05999755859375,20
2024-10-01,93.56913027556047,89.58999633789062,97.38999938964844,23
2024-11-01,94.91399993896485,87.55999755859375,101.08999633789062,20
2024-12-01,110.44166673932757,97.30999755859375,119.80000305175781,21
2025-01-01,107.72552570543792,97.0,113.8499984741211,19
