quarter_end,zscore,valid,error,diagnostic,model,api_payload,status_info
,,False,INVALIDTICKER not found,Failed to check company status,original,,"{'ticker': 'INVALIDTICKER', 'exists': False, 'is_active': False, 'is_bankrupt': False, 'is_delisted': False, 'last_trading_date': None, 'error_message': 'Symbol not found in Yahoo Finance database', 'bankruptcy_date': None, 'status_reason': None}"
