quarter_end,zscore,valid,error,diagnostic,model,api_payload
2022-12-31,4.665907699565648877164416166,True,,Safe Zone,original,
2023-09-30,,False,No usable financial data for this quarter. All required fields are missing or zero.,[ERROR] All required fields missing or zero.,original,
2023-12-31,,False,No usable financial data for this quarter. All required fields are missing or zero.,[ERROR] All required fields missing or zero.,original,
2024-03-31,9.186997209606343135977460650,True,,Safe Zone,original,
2024-06-30,7.807043017680123319625289237,True,,Safe Zone,original,
2024-09-30,7.439307181069121645121822168,True,,Safe Zone,original,
2024-12-31,9.096446756849297579130730331,True,,Safe Zone,original,
2025-03-31,9.397481977216524471850297327,True,,Safe Zone,original,
