Date,Stock Splits
1980-06-26 00:00:00-04:00,1.05
1981-12-24 00:00:00-05:00,1.1
1982-03-15 00:00:00-05:00,5.0
1982-06-25 00:00:00-04:00,1.1
1984-06-27 00:00:00-04:00,1.05
1985-06-26 00:00:00-04:00,1.05
1988-12-23 00:00:00-05:00,1.05
1989-06-27 00:00:00-04:00,1.05
1990-06-26 00:00:00-04:00,1.1
1991-06-25 00:00:00-04:00,1.1
