Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1995-03-15 00:00:00-05:00,1.3049739201863606,1.4925637552771351,1.2723495721817015,1.4680956602096558,92646400,0.0,0.0
1995-03-16 00:00:00-05:00,1.6149063110351562,1.6638425239860921,1.549657584604329,1.6149063110351562,22867200,0.0,0.0
1995-03-17 00:00:00-05:00,1.6230607757616886,1.6230607757616886,1.549656507362187,1.5578120946884155,17163733,0.0,0.0
1995-03-20 00:00:00-05:00,1.5496571063995361,1.5578126968783998,1.51703275325159,1.5496571063995361,7141333,0.0,0.0
1995-03-21 00:00:00-05:00,1.549657007245993,1.6393738067263481,1.5333444998436803,1.6230612993240356,8198400,0.0,0.0
1995-03-22 00:00:00-05:00,1.6312175151983483,1.9411491749580876,1.6312175151983483,1.8188073635101318,18216533,0.0,0.0
1995-03-23 00:00:00-05:00,1.802495149405874,1.8514313329222118,1.769870805813659,1.778027057647705,8507733,0.0,0.0
1995-03-24 00:00:00-05:00,1.7943393728144745,1.8024956268087584,1.7535587665872001,1.7861831188201904,2049067,0.0,0.0
1995-03-27 00:00:00-05:00,1.778027662895703,1.8106520175933838,1.7535588990642956,1.8106520175933838,2526933,0.0,0.0
1995-03-28 00:00:00-05:00,1.8188072343208772,1.9411490370789366,1.8106516451322536,1.8677440881729126,13986133,0.0,0.0
1995-03-29 00:00:00-05:00,1.892212110045129,1.9329927093872823,1.8432759218297716,1.8759002685546875,5116800,0.0,0.0
1995-03-30 00:00:00-05:00,1.8595877850826716,1.8595877850826716,1.7209341439431287,1.7698709964752197,3025067,0.0,0.0
1995-03-31 00:00:00-05:00,1.7454032741681713,1.8351200819015503,1.7209345108138276,1.8351200819015503,4603733,0.0,0.0
1995-04-03 00:00:00-04:00,1.8269634073430843,1.8269634073430843,1.7698709667996204,1.7943390607833862,3210667,0.0,0.0
1995-04-04 00:00:00-04:00,1.78618282955261,1.7943390822260106,1.6719979471011557,1.6883097887039185,2643200,0.0,0.0
1995-04-05 00:00:00-04:00,1.688310020362414,1.688310020362414,1.6312175713028465,1.6475300788879395,4864000,0.0,0.0
1995-04-06 00:00:00-04:00,1.6638419227289034,1.688310020362414,1.6475300788879395,1.6475300788879395,2638933,0.0,0.0
1995-04-07 00:00:00-04:00,1.6475300788879395,1.67199817652145,1.6230613175103001,1.6475300788879395,1559467,0.0,0.0
1995-04-10 00:00:00-04:00,1.6475299136797255,1.7617148003488217,1.6230611547557228,1.7290904521942139,2995200,0.0,0.0
1995-04-11 00:00:00-04:00,1.7290904521942139,1.7535585473741542,1.712778609988941,1.7290904521942139,2439467,0.0,0.0
1995-04-12 00:00:00-04:00,1.7372464855875984,1.7739485407505022,1.7372464855875984,1.7617145776748657,4126933,0.0,0.0
1995-04-13 00:00:00-04:00,1.7780273062981569,1.7780273062981569,1.712778609988941,1.7290904521942139,781867,0.0,0.0
1995-04-17 00:00:00-04:00,1.7127789918355822,1.745403347263458,1.671998381614685,1.671998381614685,1000533,0.0,0.0
1995-04-18 00:00:00-04:00,1.6719983729747456,1.6964664734831625,1.6230615082137048,1.639374017715454,1351467,0.0,0.0
1995-04-19 00:00:00-04:00,1.6393738067263481,1.6556856503845394,1.6230612993240354,1.6230612993240356,1766400,0.0,0.0
1995-04-20 00:00:00-04:00,1.6312175530251918,1.6556856503845394,1.6230612993240354,1.6230612993240356,1704533,0.0,0.0
1995-04-21 00:00:00-04:00,1.6475299545809032,1.655685544013977,1.6475299545809032,1.655685544013977,652800,0.0,0.0
1995-04-24 00:00:00-04:00,1.6556858773975358,1.875900775057946,1.6556858773975358,1.8595882654190063,5712000,0.0,0.0
1995-04-25 00:00:00-04:00,1.835119979041749,1.8514318232861715,1.7861831188201904,1.7861831188201904,1277867,0.0,0.0
1995-04-26 00:00:00-04:00,1.78618291131422,1.867744114293571,1.78618291131422,1.8514316082000732,2708267,0.0,0.0
1995-04-27 00:00:00-04:00,1.8432764195242792,1.875900775057946,1.8351201647048092,1.8595882654190063,2250667,0.0,0.0
1995-04-28 00:00:00-04:00,1.8514318232861715,1.8514318232861715,1.761715020581484,1.7861831188201904,1061333,0.0,0.0
1995-05-01 00:00:00-04:00,1.802495149405874,1.802495149405874,1.769870805813659,1.778027057647705,1065600,0.0,0.0
1995-05-02 00:00:00-04:00,1.8024956268087584,1.8024956268087584,1.769871274575768,1.7861831188201904,354133,0.0,0.0
1995-05-03 00:00:00-04:00,1.7698713737783325,1.8432763363529983,1.7698713737783325,1.8351200819015503,2008533,0.0,0.0
1995-05-04 00:00:00-04:00,1.8432759500190266,2.022709527878129,1.8432759500190266,1.9493045806884766,8756267,0.0,0.0
1995-05-05 00:00:00-04:00,1.949304954956317,2.0145536619317936,1.949304954956317,1.973773717880249,2449067,0.0,0.0
1995-05-08 00:00:00-04:00,1.9656175905584752,2.0308663017492607,1.9574613357235735,2.0063982009887695,1575467,0.0,0.0
1995-05-09 00:00:00-04:00,2.0063976861382304,2.0063976861382304,1.932992738948578,1.9493045806884766,2669867,0.0,0.0
1995-05-10 00:00:00-04:00,1.9248371828714728,1.9248371828714728,1.8759009761960348,1.884056568145752,4389333,0.0,0.0
1995-05-11 00:00:00-04:00,1.9003687136609089,1.9003687136609089,1.8432762622833252,1.8432762622833252,973867,0.0,0.0
1995-05-12 00:00:00-04:00,1.8432759500190266,1.9900851806542883,1.8432759500190266,1.9493045806884766,2487467,0.0,0.0
1995-05-15 00:00:00-04:00,1.9737738453933766,2.022710046914359,1.9574613357235735,2.0063982009887695,1851733,0.0,0.0
1995-05-16 00:00:00-04:00,1.998241946153868,2.0145537920794574,1.9900856913189664,2.0063982009887695,696533,0.0,0.0
1995-05-17 00:00:00-04:00,2.0961148276810353,2.234768492643008,2.071646729083086,2.2102997303009033,7186133,0.0,0.0
1995-05-18 00:00:00-04:00,2.2837047122935967,2.3407971641648966,2.2266122604222973,2.2755484580993652,3654400,0.0,0.0
1995-05-19 00:00:00-04:00,2.1939881293647203,2.2510805870123085,2.1939881293647203,2.2021443843841553,2304000,0.0,0.0
1995-05-22 00:00:00-04:00,2.218455613451412,2.234768118951753,2.1368950771818382,2.1695194244384766,789333,0.0,0.0
1995-05-23 00:00:00-04:00,2.177675086439379,2.25108003616333,2.1287388957861224,2.25108003616333,3474133,0.0,0.0
1995-05-24 00:00:00-04:00,2.3000171581793416,2.3734214527001893,2.291860904206755,2.316329002380371,6852267,0.0,0.0
1995-05-25 00:00:00-04:00,2.3571095358555474,2.3652657895767666,2.2429239749908447,2.2429239749908447,2332800,0.0,0.0
1995-05-26 00:00:00-04:00,2.2510804290804702,2.2673929379748836,2.2266123294830322,2.2266123294830322,661333,0.0,0.0
1995-05-30 00:00:00-04:00,2.2429238162982297,2.275548165130728,2.1287389272565242,2.1419925689697266,1842133,0.0,0.0
1995-05-31 00:00:00-04:00,2.1042706966400146,2.136895043380604,2.0471775920359585,2.1042706966400146,2929067,0.0,0.0
1995-06-01 00:00:00-04:00,2.1124268081949817,2.132817029953003,2.087958708021405,2.132817029953003,379733,0.0,0.0
1995-06-02 00:00:00-04:00,2.096114477175029,2.1858312661947736,2.0798019716746876,2.1695194244384766,1778133,0.0,0.0
1995-06-05 00:00:00-04:00,2.1776753384397005,2.202144100341917,2.169519748216438,2.1939878463745117,998400,0.0,0.0
1995-06-06 00:00:00-04:00,2.1695195234510805,2.185831365951818,2.1450507640838623,2.1450507640838623,632533,0.0,0.0
1995-06-07 00:00:00-04:00,2.1776747260322726,2.1939872293796685,2.145050383081437,2.161362886428833,727467,0.0,0.0
1995-06-08 00:00:00-04:00,2.185831740129582,2.202144249166822,2.177675485610962,2.177675485610962,326400,0.0,0.0
1995-06-09 00:00:00-04:00,2.2021443843841553,2.2266124856982317,2.17767561932585,2.2021443843841553,230400,0.0,0.0
1995-06-12 00:00:00-04:00,2.202144100341917,2.2102996905651797,2.1939878463745117,2.1939878463745117,200533,0.0,0.0
1995-06-13 00:00:00-04:00,2.2184562306787967,2.2266124856982317,2.1939881293647203,2.2021443843841553,370133,0.0,0.0
1995-06-14 00:00:00-04:00,2.1939875189449443,2.1939875189449443,2.1695194244384766,2.1695194244384766,679467,0.0,0.0
1995-06-15 00:00:00-04:00,2.16951989483653,2.2266123489784944,2.1532073857992895,2.177675485610962,1202133,0.0,0.0
1995-06-16 00:00:00-04:00,2.202144249166822,2.202144249166822,2.177675485610962,2.177675485610962,228267,0.0,0.0
1995-06-19 00:00:00-04:00,2.17767561932585,2.2102999756593618,2.17767561932585,2.2021443843841553,2421333,0.0,0.0
1995-06-20 00:00:00-04:00,2.2021441399310233,2.218455984414938,2.185831631702954,2.2102997303009033,5568000,0.0,0.0
1995-06-21 00:00:00-04:00,2.2347684524673963,2.2347684524673963,2.1939878463745117,2.1939878463745117,2055467,0.0,0.0
