month,avg_price,min_price,max_price,days_with_data
2024-01-01,8.5600004196167,8.5600004196167,8.5600004196167,1
2024-02-01,8.550499939918518,7.849999904632568,9.149999618530273,20
2024-03-01,8.489999914169312,7.900000095367432,8.949999809265137,20
2024-04-01,8.44409092989835,7.820000171661377,8.850000381469727,22
2024-05-01,8.084545460614292,7.809999942779541,8.34000015258789,22
2024-06-01,8.406315803527832,8.0600004196167,9.0,19
2024-07-01,8.923636306415904,8.319999694824219,9.760000228881836,22
2024-08-01,8.906363573941318,8.350000381469727,9.369999885559082,22
2024-09-01,8.84299988746643,8.25,9.34000015258789,20
2024-10-01,9.192173957824707,8.520000457763672,9.539999961853027,23
2024-11-01,9.277750015258789,8.755000114440918,9.8100004196167,20
2024-12-01,13.95976175580706,9.869999885559082,15.399999618530273,21
2025-01-01,16.123684080023516,14.779999732971191,17.170000076293945,19
