Date,Stock Splits
1974-07-26 00:00:00-04:00,2.5
1976-02-04 00:00:00-05:00,1.25
1991-09-25 00:00:00-04:00,1.1
2000-05-25 00:00:00-04:00,2.0
2024-10-09 00:00:00-04:00,5.0
