quarter_end,zscore,valid,error,diagnostic,model,api_payload
2022-12-31,10.85495453230571711724297523,True,,Safe Zone,original,
2023-09-30,,False,No usable financial data for this quarter. All required fields are missing or zero.,[ERROR] All required fields missing or zero.,original,
2023-12-31,,False,No usable financial data for this quarter. All required fields are missing or zero.,[ERROR] All required fields missing or zero.,original,
2024-03-31,26.12544064111160337954396726,True,,Safe Zone,original,
2024-06-30,22.97985245775073325169936972,True,,Safe Zone,original,
2024-09-30,27.32791712426461758198147951,True,,Safe Zone,original,
2024-12-31,33.77907479104529945218858661,True,,Safe Zone,original,
2025-03-31,30.52016327781223537484988848,True,,Safe Zone,original,
