Date,Dividends
2002-06-25 00:00:00-04:00,0.057167
2003-05-06 00:00:00-04:00,0.0195
2003-06-12 00:00:00-04:00,0.058
2003-12-11 00:00:00-05:00,0.077
2004-01-14 00:00:00-05:00,0.098
2004-03-16 00:00:00-05:00,0.019833
2004-12-30 00:00:00-05:00,0.046333
2005-02-11 00:00:00-05:00,0.015167
2005-05-10 00:00:00-04:00,0.022167
2005-07-07 00:00:00-04:00,0.041333
2005-12-29 00:00:00-05:00,0.099333
2006-05-04 00:00:00-04:00,0.0895
2006-12-28 00:00:00-05:00,0.096333
2007-10-30 00:00:00-04:00,0.2145
2008-02-28 00:00:00-05:00,0.027333
2008-08-13 00:00:00-04:00,0.186167
2009-01-27 00:00:00-05:00,0.0595
2009-05-29 00:00:00-04:00,0.096
2009-11-23 00:00:00-05:00,0.189167
2010-03-01 00:00:00-05:00,0.027
2010-12-28 00:00:00-05:00,0.795333
2012-02-17 00:00:00-05:00,0.493167
2013-04-01 00:00:00-04:00,0.387667
2014-04-08 00:00:00-04:00,0.306
2015-04-07 00:00:00-04:00,0.114
2016-04-06 00:00:00-04:00,0.06
2017-04-11 00:00:00-04:00,0.384
2018-04-30 00:00:00-04:00,0.311
2019-04-30 00:00:00-04:00,0.3
2020-05-01 00:00:00-04:00,0.252
2021-04-30 00:00:00-04:00,0.071
2022-04-29 00:00:00-04:00,0.2
2023-05-02 00:00:00-04:00,0.253
2024-04-26 00:00:00-04:00,0.281
