quarter_end,zscore,valid,error,diagnostic,model,api_payload
2022-12-31,0.4230576457522835878052037992,True,,Distress Zone,original,
2023-12-31,,False,No usable financial data for this quarter. All required fields are missing or zero.,[ERROR] All required fields missing or zero.,original,
2024-03-31,0.3791504129627613253018065077,True,,Distress Zone,original,
2024-06-30,0.3761633345157962921373569084,True,,Distress Zone,original,
2024-09-30,0.3439011776396702353961680816,True,,Distress Zone,original,
2024-12-31,0.3859875493089766195149739110,True,,Distress Zone,original,
2025-03-31,0.3493973961303389001066208639,True,,Distress Zone,original,
