quarter_end,zscore,valid,error,diagnostic,model,api_payload
2022-12-31,0.08168536028990376961430198040,True,,Distress Zone,original,
2023-09-30,,False,No usable financial data for this quarter. All required fields are missing or zero.,[ERROR] All required fields missing or zero.,original,
2023-12-31,,False,No usable financial data for this quarter. All required fields are missing or zero.,[ERROR] All required fields missing or zero.,original,
2024-03-31,0.1596965908997830507006031753,True,,Distress Zone,original,
2024-06-30,0.1589965152188199375501513861,True,,Distress Zone,original,
2024-09-30,0.1395283534049728283261763693,True,,Distress Zone,original,
2024-12-31,3.740366057637605692559914274,True,,Safe Zone,original,
2025-03-31,2.953720313276569820035717975,True,,Grey Zone,original,
