Date,Dividends
2014-06-04 00:00:00-04:00,2.0
2014-09-03 00:00:00-04:00,2.0
2014-12-03 00:00:00-05:00,2.0
2015-03-05 00:00:00-05:00,2.0
2015-06-04 00:00:00-04:00,2.0
2015-09-03 00:00:00-04:00,2.0
2015-12-03 00:00:00-05:00,2.0
2016-03-03 00:00:00-05:00,2.0
2016-06-02 00:00:00-04:00,2.0
2016-09-01 00:00:00-04:00,2.0
2016-12-01 00:00:00-05:00,2.0
2017-03-09 00:00:00-05:00,2.0
2017-06-01 00:00:00-04:00,2.0
2017-09-08 00:00:00-04:00,2.0
2017-12-01 00:00:00-05:00,2.0
2018-03-09 00:00:00-05:00,2.0
2018-06-08 00:00:00-04:00,2.0
2018-09-07 00:00:00-04:00,2.0
2018-09-24 00:00:00-04:00,15.5
2018-12-07 00:00:00-05:00,2.0
2019-03-08 00:00:00-05:00,2.0
2019-06-07 00:00:00-04:00,2.0
2019-09-06 00:00:00-04:00,2.0
2019-11-29 00:00:00-05:00,2.0
2020-03-06 00:00:00-05:00,0.3
