quarter_end,zscore,valid,error,diagnostic,model,api_payload
2022-12-31,-0.1542509644226553186007980433,True,,Distress Zone,original,
2023-12-31,,False,No usable financial data for this quarter. All required fields are missing or zero.,[ERROR] All required fields missing or zero.,original,
2024-03-31,-1.240940869821303124769972307,True,,Distress Zone,original,
2024-06-30,-1.143181286509779869799966325,True,,Distress Zone,original,
2024-09-30,-1.175924552572020687469649314,True,,Distress Zone,original,
2024-12-31,-1.275555441730854657399270036,True,,Distress Zone,original,
2025-03-31,-1.466893528082532049484275999,True,,Distress Zone,original,
