week,avg_price,min_price,max_price,days_with_data
2024-04-01,53.875999450683594,53.02000045776367,55.279998779296875,5
2024-04-08,55.80799942016601,53.279998779296875,57.06999969482422,5
2024-04-15,55.21800079345703,52.720001220703125,56.380001068115234,5
2024-04-22,62.08000030517578,59.43000030517578,63.27000045776367,5
2024-04-29,64.21399993896485,62.720001220703125,66.66000366210938,5
2024-05-06,65.78800048828126,64.91000366210938,66.75,5
2024-05-13,68.91200103759766,64.45999908447266,73.76000213623047,5
2024-05-20,72.752001953125,71.7300033569336,73.66999816894531,5
2024-05-27,68.09249877929688,67.1500015258789,69.62999725341797,4
2024-06-03,71.00599975585938,69.3499984741211,72.47000122070312,5
2024-06-10,73.8259994506836,72.97000122070312,74.55999755859375,5
2024-06-17,75.65499877929688,74.91999816894531,76.27999877929688,4
2024-06-24,74.18200073242187,71.41999816894531,75.88999938964844,5
2024-07-01,70.77499771118164,69.38999938964844,71.87999725341797,4
2024-07-08,73.78800048828126,72.95999908447266,74.70999908447266,5
2024-07-15,69.96800079345704,68.3499984741211,71.87000274658203,5
2024-07-22,65.81999969482422,64.0999984741211,67.47000122070312,5
2024-07-29,64.23200073242188,60.75,65.69999694824219,5
2024-08-05,61.76599960327148,59.939998626708984,64.86000061035156,5
2024-08-12,75.33600006103515,66.91999816894531,79.29000091552734,5
2024-08-19,82.25200042724609,81.05999755859375,83.18000030517578,5
2024-08-26,80.43999786376953,77.5199966430664,82.80999755859375,5
2024-09-02,77.86250114440918,77.18000030517578,78.72000122070312,4
2024-09-09,78.52800140380859,76.91000366210938,81.18000030517578,5
2024-09-16,82.66600036621094,79.87999725341797,85.70999908447266,5
2024-09-23,93.3219985961914,90.66999816894531,94.83000183105469,5
2024-09-30,95.63999938964844,94.27999877929688,97.48999786376953,5
2024-10-07,96.41800079345703,95.1500015258789,99.29000091552734,5
2024-10-14,98.85000152587891,96.83000183105469,100.19000244140625,5
2024-10-21,99.547998046875,99.08999633789062,100.5199966430664,5
2024-10-28,96.00599975585938,94.05000305175781,99.26000213623047,5
2024-11-04,95.11600036621094,93.55999755859375,95.73999786376953,5
2024-11-11,103.26800079345703,97.45999908447266,107.6500015258789,5
2024-11-18,113.22799987792969,108.62999725341797,116.33000183105469,5
2024-11-25,114.36000061035156,113.80000305175781,115.70999908447266,4
2024-12-02,115.90400085449218,113.23999786376953,117.41000366210938,5
2024-12-09,115.3260009765625,112.05000305175781,117.29000091552734,5
2024-12-16,112.73399963378907,110.63999938964844,115.79000091552734,5
2024-12-23,109.8075008392334,108.72000122070312,111.47000122070312,4
2024-12-30,106.19250106811523,104.87000274658203,107.4800033569336,4
2025-01-06,108.1299991607666,106.41999816894531,109.3499984741211,4
2025-01-13,110.96800079345704,106.87000274658203,115.08000183105469,5
2025-01-20,117.69250106811523,116.45999908447266,118.36000061035156,4
2025-01-27,120.16999969482421,114.2300033569336,123.37999725341797,5
2025-02-03,122.75800170898438,121.9000015258789,123.1500015258789,5
2025-02-10,130.74400024414064,125.27999877929688,134.9499969482422,5
2025-02-17,133.82250022888184,127.62000274658203,138.6199951171875,4
2025-02-24,126.61399993896484,123.91999816894531,128.27000427246094,5
2025-03-03,135.38999786376954,123.48999786376953,146.30999755859375,5
2025-03-10,127.37799835205078,124.80999755859375,129.6199951171875,5
2025-03-17,127.41599884033204,125.12999725341797,132.63999938964844,5
2025-03-24,130.6580017089844,129.27000427246094,133.57000732421875,5
2025-03-31,124.84200286865234,106.62999725341797,134.5800018310547,5
2025-04-07,113.28199920654296,105.56999969482422,119.08999633789062,5
2025-04-14,119.54500198364258,118.7300033569336,120.97000122070312,4
2025-04-21,121.49799957275391,116.52999877929688,127.76000213623047,5
2025-04-28,135.46799926757814,130.27999877929688,141.77999877929688,5
2025-05-05,142.4980010986328,139.1699981689453,145.82000732421875,5
2025-05-12,157.17999877929688,142.4499969482422,164.6300048828125,5
2025-05-19,162.62799987792968,160.69000244140625,164.05999755859375,5
2025-05-26,163.79000345865884,161.2100067138672,165.24000549316406,3
