week,avg_price,min_price,max_price,days_with_data
2024-04-01,504.9020629882813,489.5639953613281,525.4232177734375,5
2024-04-08,516.3244018554688,510.039306640625,521.2583618164062,5
2024-04-15,493.60528564453125,479.3213806152344,499.9760437011719,5
2024-04-22,469.48724975585935,439.775634765625,494.2967529296875,5
2024-04-29,437.5278381347656,428.6064147949219,450.317138671875,5
2024-05-06,469.9137023925781,463.9873046875,474.4691162109375,5
2024-05-13,471.58759155273435,466.3088684082031,479.7896423339844,5
2024-05-20,467.34508056640624,462.941162109375,476.48175048828125,5
2024-05-27,470.3241958618164,465.13311767578125,478.17559814453125,4
2024-06-03,485.48090209960935,475.2561950683594,493.260498046875,5
2024-06-10,503.6965759277344,500.77313232421875,506.9904479980469,5
2024-06-17,499.32547760009766,493.47100830078125,505.2896423339844,4
2024-06-24,507.9346557617188,497.590087890625,518.1854858398438,5
2024-07-01,514.647346496582,503.3448181152344,538.4816284179688,4
2024-07-08,519.7373352050781,497.5501708984375,533.275390625,5
2024-07-15,478.84580688476564,460.7677307128906,494.84735107421875,5
2024-07-22,470.04713134765626,452.21044921875,487.3971252441406,5
2024-07-29,476.65761108398436,461.964599609375,496.42315673828125,5
2024-08-05,495.91253662109375,474.471435546875,516.4002075195312,5
2024-08-12,525.805224609375,514.5849609375,535.908447265625,5
2024-08-19,528.8172485351563,525.33642578125,533.744140625,5
2024-08-26,517.9321044921875,515.4127807617188,519.9308471679688,5
2024-09-02,509.05713653564453,498.94647216796875,515.4925537109375,4
2024-09-09,512.9652893066407,503.45452880859375,524.20947265625,5
2024-09-16,544.6756958007812,532.3765869140625,560.3989868164062,5
2024-09-23,565.2906860351562,562.3756713867188,567.34716796875,5
2024-09-30,579.1032592773438,571.47021484375,594.930419921875,5
2024-10-07,587.3951904296875,582.8408813476562,591.8855590820312,5
2024-10-14,580.3910400390625,575.4933471679688,589.419677734375,5
2024-10-21,571.4083129882813,562.7350463867188,581.0239868164062,5
2024-10-28,578.6140747070312,566.1990966796875,592.2749633789062,5
2024-11-04,576.2620971679687,559.7301635742188,590.6976318359375,5
2024-11-11,574.8704345703125,553.141357421875,583.8292236328125,5
2024-11-18,559.6982055664063,553.4608154296875,564.5619506835938,5
2024-11-25,569.5758972167969,564.152587890625,573.3470458984375,4
2024-12-02,609.5575805664063,591.82568359375,622.7132568359375,5
2024-12-09,622.285986328125,612.530517578125,631.608154296875,5
2024-12-16,603.8008178710937,584.7297973632812,623.6851196289062,5
2024-12-23,602.1542663574219,599.27685546875,607.2097778320312,4
2024-12-30,594.6259613037109,584.9895629882812,604.092529296875,4
2025-01-06,618.1175689697266,610.1771240234375,629.6398315429688,4
2025-01-13,608.2129028320312,593.7218017578125,616.5714721679688,5
2025-01-20,630.4141387939453,615.9120483398438,646.9144287109375,4
2025-01-27,676.7738891601563,659.29345703125,688.5673828125,5
2025-02-03,705.9779296875,696.840087890625,713.8848876953125,5
2025-02-10,724.9170654296875,716.7623291015625,736.0151977539062,5
2025-02-17,699.0106201171875,682.9423828125,715.7332153320312,4
2025-02-24,664.5627807617187,656.9155883789062,673.1011962890625,5
2025-03-03,640.4521850585937,625.1038208007812,655.886474609375,5
2025-03-10,603.8708618164062,590.114990234375,619.00927734375,5
2025-03-17,590.7140014648437,582.3599853515625,604.9000244140625,5
2025-03-24,607.0919921875,576.739990234375,626.3099975585938,5
2025-03-31,556.5279968261718,504.7300109863281,586.0,5
2025-04-07,540.4660034179688,510.45001220703125,585.77001953125,5
2025-04-14,514.1975021362305,501.4800109863281,531.47998046875,4
2025-04-21,517.1260131835937,484.6600036621094,547.27001953125,5
2025-04-28,564.4820068359375,549.0,597.02001953125,5
2025-05-05,594.7780029296875,587.3099975585938,599.27001953125,5
2025-05-12,647.8080078125,639.4299926757812,659.3599853515625,5
2025-05-19,635.3319946289063,627.0599975585938,640.4299926757812,5
2025-05-26,643.6500040690104,642.3200073242188,645.0499877929688,3
