Date,Stock Splits
2000-02-15 00:00:00-05:00,2.0
2004-07-07 00:00:00-04:00,2.0
2006-07-18 00:00:00-04:00,2.0
2014-12-08 00:00:00-05:00,2.0
2015-06-25 00:00:00-04:00,2.0
2018-09-12 00:00:00-04:00,2.0
