quarter_end,zscore,valid,error,diagnostic,model,api_payload,status_info
,,False,BRK.A exists but is not currently active. No recent trading data available,No recent trading data available,original,,"{'ticker': 'BRK.A', 'exists': True, 'is_active': False, 'is_bankrupt': False, 'is_delisted': False, 'last_trading_date': None, 'error_message': None, 'bankruptcy_date': None, 'status_reason': 'No recent trading data available'}"
