month,avg_price,min_price,max_price,days_with_data
2024-04-01,2.4827515103600244,2.3690876960754395,2.6393258571624756,22
2024-05-01,2.3501058600165625,2.2192161083221436,2.453768014907837,22
2024-06-01,2.1603789204045345,2.08577823638916,2.261789560317993,19
2024-07-01,2.11725774678317,2.02990984916687,2.2108848094940186,22
2024-08-01,2.5159541151740332,2.061626672744751,2.7276620864868164,22
2024-09-01,2.5630489110946657,2.403282403945923,2.674469470977783,20
2024-10-01,2.513400347336479,2.3435206413269043,2.625312328338623,23
2024-11-01,2.2368986010551453,2.0234389305114746,2.296081066131592,20
2024-12-01,1.8943116267522175,1.7790626287460327,2.054960012435913,21
2025-01-01,1.913914179801941,1.804220199584961,2.061128616333008,20
2025-02-01,2.0580641282232186,1.9075212478637695,2.1814217567443848,19
2025-03-01,2.0963508605957033,1.9270853996276855,2.272770643234253,20
