quarter_end,zscore,valid,error,diagnostic,model,api_payload,status_info
,,False,GS has filed for bankruptcy.,Bankruptcy indicator found in company description: 'restructuring',original,,"{'ticker': 'GS', 'exists': True, 'is_active': True, 'is_bankrupt': True, 'is_delisted': False, 'last_trading_date': '2025-06-05', 'error_message': None, 'bankruptcy_date': None, 'status_reason': ""Bankruptcy indicator found in company description: 'restructuring'""}"
