ticker,z_score,model_used,risk_category,calculation_date,data_quality_score,warnings_count,warnings,working_capital_ratio,retained_earnings_ratio,ebit_ratio,market_equity_ratio,book_equity_ratio,asset_turnover,_calculation_metadata
005930.KS,3.6530882633846957,original,Safe,2024-12-31,1.0,0,,0.25991771263151964,0.720097536100907,0.012618658618259405,3.5735222149097225,3.4866301261249366,0.14729555529951271,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 514531948000000, 'total_liabilities': 112339878000000}"
005930.KS,2.796466554990456,original,Gray Zone,2024-09-30,1.0,0,,0.23364890161412216,0.0,0.018684843477798925,3.822381428326232,3.677963245256646,0.16099903258103432,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 491307300000000, 'total_liabilities': 105025900000000}"
005930.KS,3.339344399300987,original,Safe,2024-06-30,1.0,0,,0.27483489927111765,0.30713254697612635,0.021499570759247133,3.926880727249742,3.6551482750926487,0.15247993455370829,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 485757698000000, 'total_liabilities': 102231027000000}"
005930.KS,3.3778527817131967,original,Safe,2024-03-31,1.0,0,,0.2692163423501218,0.3016816940245455,0.014028415029394831,4.055709155363538,3.6603512792936144,0.15271953644356095,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 470899812000000, 'total_liabilities': 98983688000000}"
005930.KS,3.547101630269776,original,Safe,2023-12-31,1.0,0,,0.2842897915048186,0.3036903244831314,0.006195832307354249,4.352783851792352,3.8300010251754575,0.1486708684979302,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 455905980000000, 'total_liabilities': 92228115000000}"
005930.KS,4.229976313841472,original,Safe,2023-09-30,1.0,0,,0.29224032021884333,0.7528067721135857,0.005354705536710392,4.4322865102723075,3.9048838668628734,0.14831601418531123,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 454466447000000, 'total_liabilities': 90573804000000}"
005930.KS,4.258496307828121,original,Safe,2023-06-30,1.0,0,,0.29730931001174304,0.755156781592537,0.0014922905719991165,4.50940054309338,3.9207267973466218,0.1339407568408532,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 448000552000000, 'total_liabilities': 89024926000000}"
005930.KS,4.113793890822508,original,Safe,2023-03-31,1.0,0,,0.3047504932026109,0.7418805383916917,0.004419674835908777,4.257492816976425,3.712070885572586,0.14037992808665195,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 454091777000000, 'total_liabilities': 94292361000000}"
005930.KS,4.190225210122003,original,Safe,2022-12-31,1.0,0,,0.3124845471480889,0.7536305481181027,0.009602800321526585,4.285556075283558,3.6849372771701723,0.15713809994778005,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 448424507000000, 'total_liabilities': 93674903000000}"
005930.KS,3.526578874389137,original,Safe,2022-09-30,1.0,0,,0.35212113682216695,0.6738354683852815,0.023075788282680865,3.202075317051656,2.6758084770767714,0.16326856289930164,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 470278409000000, 'total_liabilities': 125371520000000}"
005930.KS,3.660074289436378,original,Safe,2022-06-30,1.0,0,,0.34131997398003955,0.692385356105523,0.03146376338843362,3.341677596989481,2.6539584893154213,0.1723138447370791,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 448040650000000, 'total_liabilities': 120133986000000}"
005930.KS,3.574221024652743,original,Safe,2022-03-31,1.0,0,,0.3230063124808146,0.6868304933683799,0.032143278965040704,3.23655164783758,2.470184230325315,0.17704694967285173,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 439326959000000, 'total_liabilities': 124036040000000}"
