ticker,z_score,model_used,risk_category,calculation_date,data_quality_score,warnings_count,warnings,working_capital_ratio,retained_earnings_ratio,ebit_ratio,book_equity_ratio,ai_llm_commentary_available,ai_llm_commentary_length,ai_overall_confidence,ai_recommendations_count
NTRS,1.1129681888301755,financial,Gray Zone,2025-03-31,1.0,1,Financial institutions may not be suitable for Z-Score analysis,-0.3902406961359704,0.09597252579492971,0.0031586370002762445,0.08461969595125128,True,14410,0.85,0
NTRS,0.8065625741279727,financial,Distress,2024-12-31,1.0,1,Financial institutions may not be suitable for Z-Score analysis,-0.44063085981207445,0.10041065305796985,0.003821015456399783,0.08960482062780269,True,14410,0.85,0
NTRS,1.0084454019434066,financial,Distress,2024-09-30,1.0,1,Financial institutions may not be suitable for Z-Score analysis,-0.4087816798049229,0.09831606034652124,0.003859295888768043,0.0891508536776388,True,14410,0.85,0
NTRS,0.9852353715357438,financial,Distress,2024-06-30,1.0,1,Financial institutions may not be suitable for Z-Score analysis,-0.41455103442601937,0.09576707732477195,0.007484832308760812,0.08780134493028716,True,14410,0.85,0
NTRS,0.6625337378103313,financial,Distress,2024-03-31,1.0,1,Financial institutions may not be suitable for Z-Score analysis,-0.45524274394501346,0.09146632844578537,0.0018614959868298838,0.0840349088808215,True,14410,0.85,0
NTRS,1.2678615057631888,financial,Gray Zone,2023-12-31,1.0,1,Financial institutions may not be suitable for Z-Score analysis,-0.36376954711768095,0.09439917338216286,0.0009669518666216572,0.08566715531964529,True,14410,0.85,0
NTRS,0.6597084026817002,financial,Distress,2023-09-30,1.0,1,Financial institutions may not be suitable for Z-Score analysis,-0.46050381806676116,0.09759817837144111,0.0029679369865222996,0.08809414396126214,True,14410,0.85,0
NTRS,1.0535013842209477,financial,Distress,2023-06-30,1.0,1,Financial institutions may not be suitable for Z-Score analysis,-0.3953346836573579,0.09012679223616848,0.0028114384140603818,0.08018161921982844,True,14410,0.85,0
