week,avg_price,min_price,max_price,days_with_data
2024-04-01,18.710000228881835,18.299999237060547,19.020000457763672,5
2024-04-08,17.875999450683594,17.479999542236328,18.1299991607666,5
2024-04-15,16.915999984741212,16.8700008392334,16.979999542236328,5
2024-04-22,17.26799964904785,16.969999313354492,17.709999084472656,5
2024-04-29,17.013999938964844,16.8700008392334,17.309999465942383,5
2024-05-06,17.23599967956543,16.6299991607666,17.8799991607666,5
2024-05-13,17.161999893188476,16.989999771118164,17.31999969482422,5
2024-05-20,16.238000106811523,16.030000686645508,16.43000030517578,5
2024-05-27,15.912500143051147,15.789999961853027,16.170000076293945,4
2024-06-03,15.82199993133545,15.670000076293945,16.079999923706055,5
2024-06-10,15.583999824523925,15.15999984741211,15.949999809265137,5
2024-06-17,14.847500085830688,14.600000381469727,15.180000305175781,4
2024-06-24,14.728000068664551,14.5,15.079999923706055,5
2024-07-01,14.420000076293945,14.260000228881836,14.520000457763672,4
2024-07-08,14.676000022888184,14.420000076293945,14.960000038146973,5
2024-07-15,14.15999984741211,13.819999694824219,14.680000305175781,5
2024-07-22,13.761999893188477,13.420000076293945,14.15999984741211,5
2024-07-29,13.268000030517578,12.539999961853027,13.789999961853027,5
2024-08-05,12.021999931335449,11.779999732971191,12.449999809265137,5
2024-08-12,11.537999725341797,11.210000038146973,11.729999542236328,5
2024-08-19,11.378000068664551,11.09000015258789,11.510000228881836,5
2024-08-26,12.065999984741211,11.770000457763672,12.229999542236328,5
2024-09-02,11.837500095367432,11.59000015258789,12.020000457763672,4
2024-09-09,11.371999740600586,11.149999618530273,11.779999732971191,5
2024-09-16,12.392000007629395,12.130000114440918,12.640000343322754,5
2024-09-23,12.439999961853028,12.029999732971191,12.850000381469727,5
2024-09-30,11.926000213623047,11.619999885559082,12.289999961853027,5
2024-10-07,11.857999992370605,11.720000267028809,11.949999809265137,5
2024-10-14,12.494000053405761,12.020000457763672,12.989999771118164,5
2024-10-21,12.813999938964844,12.539999961853027,13.079999923706055,5
2024-10-28,12.855999946594238,12.529999732971191,13.0600004196167,5
2024-11-04,13.648000144958496,13.479999542236328,13.84000015258789,5
2024-11-11,13.8560001373291,13.050000190734863,14.34000015258789,5
2024-11-18,13.093999862670898,12.630000114440918,13.5,5
2024-11-25,13.605000019073486,13.170000076293945,14.0,4
2024-12-02,14.365999794006347,14.079999923706055,14.699999809265137,5
2024-12-09,14.604000091552734,14.489999771118164,14.880000114440918,5
2024-12-16,14.430000114440919,13.960000038146973,14.65999984741211,5
2024-12-23,14.822499990463257,14.579999923706055,15.020000457763672,4
2024-12-30,14.982499837875366,14.739999771118164,15.079999923706055,4
2025-01-06,14.787500143051147,14.520000457763672,14.989999771118164,4
2025-01-13,14.159999656677247,13.9399995803833,14.399999618530273,5
2025-01-20,14.132500171661377,13.930000305175781,14.359999656677246,4
2025-01-27,13.931999778747558,13.789999961853027,14.029999732971191,5
2025-02-03,14.226000022888183,13.569999694824219,15.0,5
2025-02-10,13.329999923706055,13.119999885559082,13.800000190734863,5
2025-02-17,12.392500162124634,11.930000305175781,12.920000076293945,4
2025-02-24,13.200000190734864,12.510000228881836,13.5600004196167,5
2025-03-03,12.997999954223634,12.880000114440918,13.109999656677246,5
2025-03-10,11.619999885559082,11.199999809265137,12.079999923706055,5
2025-03-17,11.586000061035156,11.34000015258789,11.710000038146973,5
2025-03-24,11.41599998474121,10.779999732971191,12.020000457763672,5
2025-03-31,9.936000061035156,8.600000381469727,10.770000457763672,5
2025-04-07,8.395999717712403,8.0,8.979999542236328,5
2025-04-14,7.909999847412109,7.699999809265137,8.069999694824219,4
2025-04-21,8.69799976348877,8.069999694824219,9.220000267028809,5
2025-04-28,9.33400001525879,9.170000076293945,9.460000038146973,5
2025-05-05,9.556000137329102,8.970000267028809,10.430000305175781,5
2025-05-12,11.026000022888184,10.829999923706055,11.25,5
2025-05-19,10.119999885559082,9.6899995803833,10.619999885559082,5
2025-05-26,10.456666946411133,10.3100004196167,10.59000015258789,3
