month,avg_price,min_price,max_price,days_with_data
2024-04-01,17.639090711420234,16.8700008392334,19.020000457763672,22
2024-05-01,16.71318179910833,15.789999961853027,17.8799991607666,22
2024-06-01,15.266315761365389,14.5,16.079999923706055,19
2024-07-01,14.15363632548939,13.420000076293945,14.960000038146973,22
2024-08-01,11.847727212038906,11.09000015258789,13.09000015258789,22
2024-09-01,12.032999944686889,11.149999618530273,12.850000381469727,20
2024-10-01,12.3760869814002,11.619999885559082,13.079999923706055,23
2024-11-01,13.510500049591064,12.630000114440918,14.34000015258789,20
2024-12-01,14.590476172310966,13.960000038146973,15.069999694824219,21
2025-01-01,14.297999906539918,13.789999961853027,15.079999923706055,20
2025-02-01,13.334210596586528,11.930000305175781,15.0,19
2025-03-01,11.90499997138977,10.779999732971191,13.109999656677246,20
