quarter_end,zscore,valid,error,diagnostic,model,api_payload
2022-12-31,0.4196031606561600942104472563,True,,Distress Zone,original,
2023-09-30,,False,No usable financial data for this quarter. All required fields are missing or zero.,[ERROR] All required fields missing or zero.,original,
2023-12-31,,False,No usable financial data for this quarter. All required fields are missing or zero.,[ERROR] All required fields missing or zero.,original,
2024-03-31,0.3359317962281488634829942002,True,,Distress Zone,original,
2024-06-30,0.3768923732328938023106343050,True,,Distress Zone,original,
2024-09-30,0.4018899322320054691362205465,True,,Distress Zone,original,
2024-12-31,0.4490499567715692015958195037,True,,Distress Zone,original,
2025-03-31,0.5511078453662764441095780279,True,,Distress Zone,original,
