quarter_end,zscore,valid,error,diagnostic,model,api_payload
2022-12-31,4.295152741074196602283255451,True,,Safe Zone,original,
2023-12-31,,False,No usable financial data for this quarter. All required fields are missing or zero.,[ERROR] All required fields missing or zero.,original,
2024-03-31,3.454944569935085056642187033,True,,Safe Zone,original,
2024-06-30,3.466719065295501967740610647,True,,Safe Zone,original,
2024-09-30,3.573846689642679866410150075,True,,Safe Zone,original,
2024-12-31,3.425503584067934546763749308,True,,Safe Zone,original,
2025-03-31,3.827095910370615021121947478,True,,Safe Zone,original,
