quarter_end,zscore,valid,error,diagnostic,model,api_payload
2022-12-31,-0.0173038239986899551806657508,True,,Distress Zone,original,
2023-12-31,,False,No usable financial data for this quarter. All required fields are missing or zero.,[ERROR] All required fields missing or zero.,original,
2024-03-31,2.736536526431966834212239696,True,,Grey Zone,original,
2024-06-30,2.685863068167353192378509130,True,,Grey Zone,original,
2024-09-30,2.819227638767362697662908140,True,,Grey Zone,original,
2024-12-31,2.382040621910630066302995488,True,,Grey Zone,original,
2025-03-31,2.870367700667804740693316482,True,,Grey Zone,original,
