ticker,z_score,model_used,risk_category,calculation_date,data_quality_score,warnings_count,warnings,working_capital_ratio,retained_earnings_ratio,ebit_ratio,market_equity_ratio,book_equity_ratio,asset_turnover,_calculation_metadata
AFL,1.7315241157555095,original,Distress,2025-03-31,1.0,0,,0.6095394900962929,0.43496482562490646,0.0012057409902043938,0.5981518500851789,0.28043015332197613,0.028255916446307105,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 120258000000, 'total_liabilities': 93920000000}"
AFL,1.8354641520641255,original,Gray Zone,2024-12-31,1.0,0,,0.6147780820985659,0.4446608713403535,0.018160012248439175,0.6141866200201164,0.2853238290987012,0.04676522123743259,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 117566000000, 'total_liabilities': 91468000000}"
AFL,1.6004402608868666,original,Distress,2024-09-30,1.0,0,,0.5779495803553355,0.3968483829277028,0.0007162766073402781,0.5421999552175424,0.23964405667297226,0.023629342426932,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 128442000000, 'total_liabilities': 103612000000}"
AFL,1.091118024651485,original,Distress,2024-06-30,1.0,0,,0.029073546322683864,0.427853607319634,0.0168241587920604,0.5979035724092423,0.277216658329697,0.042972851357432125,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 120006000000, 'total_liabilities': 93959000000}"
AFL,1.0320255614754572,original,Distress,2024-03-31,1.0,0,,0.030602742365370413,0.40037249927747987,0.017420763623518833,0.5560733443534897,0.23297732289387985,0.043648245078834975,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 124564000000, 'total_liabilities': 101027000000}"
AFL,0.9066042674709033,original,Distress,2023-12-31,1.0,0,,0.03908219868885527,0.366700285762313,0.0022158040312351963,0.5159048034308908,0.2018954386416023,0.02947019361542811,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 130878000000, 'total_liabilities': 108893000000}"
AFL,2.0229480896459706,original,Gray Zone,2023-09-30,1.0,0,,0.8884030980489326,0.38571348642405545,0.014427188656473052,0.5483924733995822,0.22128619121063625,0.04022028438746393,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 125111000000, 'total_liabilities': 102442000000}"
AFL,1.9683432148303424,original,Gray Zone,2023-06-30,1.0,0,,0.894729992497665,0.3593235649870623,0.013971184909589209,0.5098461865737337,0.1854937515314874,0.03960161070537259,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 130626000000, 'total_liabilities': 110187000000}"
AFL,1.906433293521492,original,Gray Zone,2023-03-31,1.0,0,,0.8938695671502452,0.33752945186195044,0.009943244965398694,0.48773611987984233,0.1717629490719036,0.035794200020745966,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 134966000000, 'total_liabilities': 115182000000}"
AFL,1.537120173505439,original,Distress,2022-12-31,1.0,0,,0.5999407915711488,0.33678209780017915,0.003977591886927083,0.5033998974892023,0.1804691840355562,0.030530294979428867,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 131738000000, 'total_liabilities': 111598000000}"
AFL,1.6083394518427772,original,Distress,2022-09-30,1.0,0,,0.6020296643247462,0.35044496487119436,0.010374707259953162,0.5404473559856852,0.23234694270212028,0.036775956284153005,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 128100000000, 'total_liabilities': 103948000000}"
AFL,1.5734265291822735,original,Distress,2022-06-30,1.0,0,,0.6120814869976186,0.3210744014923062,0.01259317697542561,0.514256620713645,0.2415462917193021,0.039313126248811094,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 135629000000, 'total_liabilities': 109242000000}"
