quarter_end,zscore,valid,error,diagnostic,model,api_payload
2022-12-31,1.794111497710158980039371905,True,,Distress Zone,original,
2023-12-31,,False,No usable financial data for this quarter. All required fields are missing or zero.,[ERROR] All required fields missing or zero.,original,
2024-03-31,1.603660617164769365755248344,True,,Distress Zone,original,
2024-06-30,1.503369916468263913521860040,True,,Distress Zone,original,
2024-09-30,1.790716099940099103763299874,True,,Distress Zone,original,
2024-12-31,2.412559537425580546240841954,True,,Grey Zone,original,
2025-03-31,2.347628092470019100476841092,True,,Grey Zone,original,
