ticker,z_score,model_used,risk_category,calculation_date,data_quality_score,warnings_count,warnings,working_capital_ratio,retained_earnings_ratio,ebit_ratio,market_equity_ratio,book_equity_ratio,asset_turnover,_calculation_metadata
AEP,0.6094377679261893,original,Distress,2025-03-31,1.0,0,,-0.07955775490303138,0.13572924270029293,0.012301402562967816,0.7032623016827079,0.3546733376086906,0.052334124561998416,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 104394600000, 'total_liabilities': 77030600000}"
AEP,0.6074718859717659,original,Distress,2024-12-31,1.0,0,,-0.06829194012289806,0.1311757601208362,0.010362253250972526,0.711938025676846,0.35409550819469615,0.044417898815755995,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 105729900000, 'total_liabilities': 76091900000}"
AEP,0.6776709766843944,original,Distress,2024-09-30,1.0,0,,-0.04621296036420623,0.1368440187736406,0.013498922782965488,0.7381032237565485,0.36266205233362175,0.05413652340062985,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 100119100000, 'total_liabilities': 73394500000}"
AEP,0.6548892776016944,original,Distress,2024-06-30,1.0,0,,-0.03523196543756136,0.13261348328592107,0.006864908163408704,0.7381484814824908,0.3561139119771086,0.04596547369773525,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 99622600000, 'total_liabilities': 73390000000}"
AEP,0.6720233401175771,original,Distress,2024-03-31,1.0,0,,-0.05173687344364804,0.13645766620355498,0.011996570654542552,0.7534358687582492,0.35887311563554836,0.051416651150037955,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 97744600000, 'total_liabilities': 71900900000}"
AEP,0.6409342865202035,original,Distress,2023-12-31,1.0,0,,-0.05690186587232634,0.1323941913863721,0.006447809358321956,0.7587417180008992,0.35360464774272704,0.047341855943072275,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 96684000000, 'total_liabilities': 71398100000}"
AEP,0.7019275506092976,original,Distress,2023-09-30,1.0,0,,-0.04774214301933444,0.13592029905724642,0.014226454287804755,0.7763803751433157,0.36272787204769547,0.05615417931660878,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 95125600000, 'total_liabilities': 69776000000}"
AEP,0.6434039469834257,original,Distress,2023-06-30,1.0,0,,-0.05443422591797471,0.12922113162107912,0.009111259024542172,0.7536706672509861,0.3325250248683542,0.04554587868390379,"{'ebit_method': 'pre_calculated', 'warnings': [], 'total_assets': 96002100000, 'total_liabilities': 71878500000}"
